name,frames,duration_s,fps,com_speed_mean,com_speed_p95,com_height_range,com_height_std,angmom_mean,angmom_peak,joint_vel_p95,joint_vel_max,jerk_p95,flight_phase_frac,nonfoot_contact_frac,nonfoot_ground_frac,double_support_frac,foot_clearance_p1,foot_clearance_p50,foot_penetration_max,body_penetration_max,contact_switch_rate,support_margin_mean,support_margin_min,required_mu_p50,required_mu_p95,vert_force_bw_p95,vert_force_bw_max,cop_margin_mean,cop_margin_min
obstacles2_subject1,12204,244.08,50.0,0.5726,1.957,1.3528,0.2768,0.8758,4.2287,3.0015,19.6132,1623.72,0.4392,0.0,0.0014,0.1649,-0.00922,0.01843,0.04799,0.04799,2.8679,-0.3016,-0.5067,0.097,0.3844,1.4023,2.2951,-0.1458,-0.4621
obstacles2_subject2,12204,244.08,50.0,0.8627,2.37,1.1181,0.1502,1.2996,29.7049,3.7802,51.3987,2312.81,0.5815,0.0,0.0146,0.0617,-0.04365,0.02233,0.10038,0.10038,3.1793,-0.3621,-0.5253,0.143,0.8445,1.642,2.6334,-0.1461,-1.953
obstacles2_subject5,12204,244.08,50.0,0.8658,2.17,0.804,0.1932,1.278,19.2591,3.6751,30.8973,1966.84,0.7341,0.0,0.003,0.0047,-0.01171,0.11465,0.02892,0.02892,1.6757,-0.4253,-0.5118,0.1571,0.5309,1.5999,2.2992,-0.2278,-0.7125
obstacles3_subject3,6554,131.08,50.0,0.6506,1.9682,0.7582,0.108,0.8018,3.7335,2.569,15.4273,1515.48,0.7746,0.0,0.0003,0.0563,-0.0297,0.02559,0.0324,0.0324,1.6555,-0.4073,-0.5,0.08,0.6582,2.173,3.0441,-0.1125,-0.4284
obstacles3_subject4,6554,131.08,50.0,1.2797,2.6979,1.1675,0.2794,1.1278,5.3015,4.3073,19.0248,2631.04,0.7557,0.0,0.0,0.0053,0.00042,0.02998,0.00528,0.00528,2.4489,-0.4295,-0.5233,0.1621,0.7737,1.6858,2.5843,-0.1598,-0.4165
obstacles4_subject2,12334,246.68,50.0,0.4785,1.254,2.2554,0.5277,0.9647,5.8058,2.855,31.5884,1475.56,0.6778,0.0,0.0,0.0708,0.00537,0.03226,0.0181,0.0181,1.7026,-0.3698,-0.5,0.0908,0.3119,1.5171,1.8551,-0.1105,-0.3707
obstacles4_subject3,12334,246.68,50.0,0.5553,1.5136,1.4961,0.3074,0.9435,43.7036,3.2004,48.3456,2152.41,0.8123,0.0678,0.0887,0.0319,-0.0409,0.03556,0.08238,0.15075,1.3418,-0.4579,-0.5,0.1071,0.8595,1.8809,4.9924,-0.1632,-0.4478
obstacles4_subject4,12334,246.68,50.0,0.8563,2.3902,0.8373,0.1308,1.1202,37.213,3.4804,47.587,2314.03,0.7736,0.0,0.0092,0.0234,-0.01079,0.02896,0.11321,0.11321,1.9823,-0.4338,-0.5573,0.1083,0.5948,1.4612,2.726,-0.1806,-0.7848
obstacles5_subject2,12309,246.18,50.0,0.5703,1.6152,1.4917,0.372,1.1414,20.7242,3.201,29.1642,2007.15,0.5853,0.05,0.3076,0.0808,-0.02911,0.02823,0.07327,0.15957,2.0148,-0.4206,-0.559,0.1154,0.3714,1.4029,2.4831,-0.3087,-0.6064
obstacles5_subject3,12309,246.18,50.0,0.8804,2.7428,2.7888,0.4089,1.0653,26.5186,3.469,36.1498,2299.63,0.8553,0.0229,0.028,0.0102,0.00629,0.03179,0.022,0.15458,1.6939,-0.4618,-0.5495,0.1269,0.8099,1.9686,3.2234,-0.1654,-0.9003
obstacles5_subject4,12309,246.18,50.0,0.4823,1.2218,0.6084,0.1848,0.9326,20.0297,2.1889,29.8054,1916.02,0.4184,0.0229,0.3474,0.3179,-0.10484,0.01725,0.13896,0.24579,2.0229,-0.2937,-0.5,0.0921,0.3887,1.2268,2.2306,-0.1718,-2.213
obstacles6_subject1,12584,251.68,50.0,0.6149,1.9191,1.3357,0.2996,1.1498,8.4584,2.9589,22.2035,2017.76,0.5424,0.0288,0.0738,0.1229,-0.04729,0.0228,0.14248,0.14248,2.4674,-0.358,-0.5289,0.0924,0.4499,1.3632,2.3013,-0.1603,-0.7696
obstacles6_subject4,12584,251.68,50.0,0.4697,1.0678,1.3546,0.2371,1.245,25.4613,2.8957,35.9604,2633.34,0.7029,0.0354,0.1404,0.0985,-0.07453,0.03229,0.17204,0.21273,1.3152,-0.4193,-0.7005,0.1105,0.4153,1.2566,1.77,-0.2065,-1.6935
obstacles6_subject5,12584,251.68,50.0,0.6387,1.2462,0.9978,0.1802,1.3552,9.8499,2.9812,15.6683,2361.45,0.775,0.0,0.0037,0.037,-0.01196,0.02927,0.06397,0.06397,2.078,-0.4216,-0.5,0.1257,0.3572,1.3925,1.8922,-0.1894,-0.4693
push1_subject2,5109,102.18,50.0,0.4007,0.9039,0.5131,0.1779,0.7512,4.2877,2.3324,11.5113,1267.61,0.3789,0.0023,0.25,0.212,-0.04159,0.01765,0.06373,0.17796,2.8088,-0.3038,-0.5,0.0882,0.234,1.1714,1.3423,-0.1666,-0.4798
pushAndFall1_subject1,8264,165.28,50.0,0.6031,1.1456,0.6538,0.1066,1.1373,39.1318,3.6009,43.1283,2179.67,0.1764,0.0128,0.0624,0.1884,-0.02256,0.01503,0.07555,0.14841,4.1324,-0.2285,-0.6708,0.1042,0.3624,1.362,1.659,-0.1678,-0.8744
pushAndFall1_subject4,8264,165.28,50.0,0.5607,1.288,0.8269,0.227,1.4845,27.3758,3.7917,53.861,2791.79,0.5191,0.0651,0.2565,0.1122,-0.08097,0.02198,0.191,0.25673,2.8316,-0.3893,-0.7313,0.1048,0.6882,1.2835,4.7026,-0.2622,-0.9978
pushAndStumble1_subject2,11334,226.68,50.0,0.8386,2.2073,0.7166,0.1183,1.2014,8.8369,3.6883,22.7755,2218.97,0.4109,0.0071,0.0579,0.0995,-0.03815,0.0184,0.09749,0.17628,4.3674,-0.3118,-0.5994,0.1465,0.7811,1.5362,2.7202,-0.1921,-1.1987
pushAndStumble1_subject3,11334,226.68,50.0,0.9692,2.6969,0.8947,0.11,1.5785,36.8833,3.7777,40.4494,2218.78,0.6959,0.019,0.0476,0.0272,-0.01607,0.02464,0.118,0.38117,3.0086,-0.4098,-0.6054,0.1509,0.8489,1.6739,3.397,-0.2306,-1.3189
pushAndStumble1_subject5,11334,226.68,50.0,1.0486,2.6325,0.3602,0.0427,1.133,35.9902,4.037,41.3156,2257.59,0.5452,0.0005,0.0106,0.0301,-0.01265,0.02086,0.11906,0.11906,3.9924,-0.3565,-0.5058,0.156,0.8708,1.4048,1.8003,-0.2362,-4.7816
run1_subject2,11890,237.8,50.0,1.4456,3.0947,0.361,0.0439,1.2602,7.8476,4.6963,22.9613,3106.77,0.5463,0.0,0.0024,0.0302,-0.00641,0.02102,0.03448,0.03448,5.4289,-0.3466,-0.5292,0.2361,1.3102,1.7611,2.2195,-0.2357,-3.0418
run1_subject5,11890,237.8,50.0,1.8369,3.2048,0.3682,0.051,1.4444,5.2414,5.0391,20.5867,3213.0,0.4443,0.0,0.0034,0.0341,-0.01139,0.01868,0.03475,0.03475,5.4542,-0.3589,-0.5697,0.36,1.1099,1.7205,2.1438,-0.2536,-1.0801
run2_subject1,12240,244.8,50.0,1.654,3.1617,0.3171,0.049,1.4334,6.0995,5.1636,23.748,3301.35,0.2486,0.0,0.0019,0.1158,-0.01445,0.01203,0.06682,0.06682,5.0613,-0.2668,-0.5674,0.248,1.1864,1.852,2.1883,-0.2396,-4.3764
run2_subject4,12240,244.8,50.0,1.8061,3.5644,0.3338,0.0493,1.2833,6.5784,5.1945,20.7601,3715.36,0.6495,0.0,0.0002,0.0137,-0.00081,0.02346,0.02379,0.02379,4.7222,-0.4163,-0.5597,0.2645,1.2781,1.8545,2.2189,-0.2593,-3.5178
sprint1_subject2,13655,273.1,50.0,1.1517,4.1954,0.2936,0.0433,1.0043,7.8976,4.2692,21.7818,2819.51,0.5384,0.0,0.0051,0.0287,-0.0124,0.02086,0.08681,0.08681,3.7202,-0.3343,-0.5537,0.0952,1.0324,1.6557,2.2637,-0.2204,-4.2203
sprint1_subject4,13655,273.1,50.0,1.1485,4.7658,0.3212,0.0558,1.0054,9.3419,5.0257,31.0552,3866.5,0.72,0.0,0.0017,0.0166,-0.00762,0.02654,0.04005,0.04005,3.3248,-0.4242,-0.5833,0.0947,1.0368,1.5277,2.7803,-0.2023,-1.0728
walk1_subject1,13065,261.3,50.0,0.5969,1.5192,0.1632,0.0222,0.757,2.7733,2.0815,18.8932,983.96,0.2131,0.0,0.0,0.1157,-0.00613,0.01478,0.01724,0.01724,3.1764,-0.2439,-0.5,0.0735,0.1938,1.2689,1.5417,-0.1815,-0.5317
walk1_subject2,13065,261.3,50.0,0.9148,1.5902,0.1329,0.0201,0.9713,3.4415,3.0584,12.2117,1565.13,0.4993,0.0,0.0,0.071,0.00421,0.01999,0.00621,0.00621,4.7417,-0.328,-0.5,0.1223,0.3628,1.3978,1.8452,-0.1395,-0.5559
walk1_subject5,13065,261.3,50.0,0.9299,1.5105,0.2108,0.0267,1.315,4.4401,3.2102,13.1534,1502.35,0.514,0.0,0.0,0.0395,0.00523,0.02017,0.01496,0.01496,4.7532,-0.3539,-0.5,0.1871,0.4772,1.359,1.6703,-0.1791,-0.5803
walk2_subject1,11909,238.18,50.0,0.6589,1.65,0.5146,0.0627,0.975,6.1582,3.5278,27.7439,2257.26,0.4291,0.0,0.0049,0.1106,-0.01709,0.0186,0.06872,0.06872,3.9718,-0.3071,-0.5,0.1148,0.4232,1.425,2.301,-0.1737,-0.6251
walk2_subject3,11909,238.18,50.0,0.5644,1.6728,0.6091,0.1095,0.8443,5.3213,2.6026,18.3305,1811.85,0.7801,0.0166,0.0565,0.0541,-0.04341,0.02704,0.08183,0.20742,1.5786,-0.4251,-0.5321,0.0936,0.4241,1.2976,1.7869,-0.1619,-0.662
walk2_subject4,11909,238.18,50.0,0.5863,1.3274,0.4057,0.0423,0.7962,6.0974,2.7368,21.2605,1594.03,0.7005,0.0,0.0,0.019,0.00807,0.02342,-0.0,-0.0,2.1706,-0.3885,-0.5,0.0748,0.4181,1.2504,1.8575,-0.12,-0.5482
walk3_subject1,12330,246.6,50.0,0.3587,0.783,0.6688,0.1565,0.8394,4.0986,2.6671,22.2598,1771.3,0.3021,0.0004,0.0943,0.2281,-0.04246,0.01574,0.08142,0.14816,3.8281,-0.2537,-0.5868,0.0962,0.3491,1.3623,1.7185,-0.1813,-0.9395
walk3_subject2,12330,246.6,50.0,0.7464,1.9001,0.177,0.0195,0.8148,3.0596,2.7313,14.2352,1644.28,0.5196,0.0,0.0,0.0286,0.005,0.02033,0.01728,0.01728,3.7753,-0.3188,-0.5,0.1057,0.3303,1.5746,2.255,-0.1306,-0.4696
walk3_subject3,12330,246.6,50.0,0.263,0.5826,0.5702,0.1867,0.5582,3.0016,1.7977,11.7157,1316.91,0.6632,0.2694,0.2914,0.0073,0.01357,0.02879,0.06409,0.10634,0.7218,-0.478,-0.5,0.0611,0.2659,1.1722,1.573,-0.1981,-0.5547
walk3_subject4,12330,246.6,50.0,0.6052,1.2949,0.7156,0.1828,0.7335,6.4613,2.5989,27.9911,1556.33,0.6524,0.0,0.1017,0.1148,-0.0378,0.02299,0.05474,0.20206,1.9586,-0.408,-0.6867,0.0877,0.2701,1.3286,1.8747,-0.2312,-1.1849
walk3_subject5,12330,246.6,50.0,0.8293,1.4952,0.2801,0.0352,1.1921,4.0605,2.8348,13.0296,1841.42,0.8357,0.0,0.0,0.0174,0.00101,0.02706,0.03202,0.03202,2.1695,-0.453,-0.5,0.1408,0.424,1.2885,1.7411,-0.186,-0.4897
walk4_subject1,8195,163.9,50.0,0.376,0.7679,0.2564,0.0211,0.5977,2.5789,2.1581,18.2427,1188.59,0.9074,0.0,0.0005,0.009,0.01008,0.02849,0.02447,0.02447,1.7755,-0.4647,-0.5,0.0776,0.2389,1.2261,1.5276,-0.1591,-0.2585
