clip,policy,frames,fps,n_bins,n_bins_eligible,bin_eligible_frac,bin_score_mean,infeasible_frac,severe_frac,severe_frac_guarded,feasible_frac_kept,n_severe_windows,screen_schema,screen_gap_m
BMLmovi_Subject_34_F_MoSh_Subject_34_F_9_poses_120_jpos,screened,349,50.0,7,2,0.2857142857142857,0.33999999999999997,0.025787965616045846,0.025787965616045846,0.66189111747851,0.33810888252148996,4,torque_limited,0.06
BMLmovi_Subject_3_F_MoSh_Subject_3_F_10_poses_120_jpos,screened,164,50.0,4,4,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
BMLmovi_Subject_3_F_MoSh_Subject_3_F_18_poses_120_jpos,screened,224,50.0,5,5,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
BMLmovi_Subject_3_F_MoSh_Subject_3_F_20_poses_120_jpos,screened,149,50.0,3,0,0.0,0.0,0.08053691275167785,0.08053691275167785,0.7785234899328859,0.0,2,torque_limited,0.06
BMLmovi_Subject_45_F_MoSh_Subject_45_F_5_poses_120_jpos,screened,167,50.0,4,4,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
BMLmovi_Subject_47_F_MoSh_Subject_47_F_10_poses_120_jpos,screened,397,50.0,8,5,0.625,0.745,0.005037783375314861,0.005037783375314861,0.25692695214105793,0.743073047858942,1,torque_limited,0.06
BMLmovi_Subject_57_F_MoSh_Subject_57_F_6_poses_120_jpos,screened,300,50.0,6,6,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
BMLmovi_Subject_58_F_MoSh_Subject_58_F_1_poses_120_jpos,screened,272,50.0,6,3,0.5,0.6166666666666667,0.011029411764705883,0.014705882352941176,0.40808823529411764,0.5772058823529411,3,torque_limited,0.06
BMLmovi_Subject_5_F_MoSh_Subject_5_F_12_poses_120_jpos,screened,230,50.0,5,5,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
BMLmovi_Subject_5_F_MoSh_Subject_5_F_6_poses_120_jpos,screened,175,50.0,4,2,0.5,0.655,0.0,0.005714285714285714,0.3942857142857143,0.6057142857142858,1,torque_limited,0.06
BMLmovi_Subject_64_F_MoSh_Subject_64_F_9_poses_120_jpos,screened,499,50.0,10,4,0.4,0.44399999999999995,0.13026052104208416,0.13026052104208416,0.503006012024048,0.44488977955911824,2,torque_limited,0.06
BMLmovi_Subject_6_F_MoSh_Subject_6_F_13_poses_120_jpos,screened,149,50.0,3,0,0.0,0.0,0.006711409395973154,0.006711409395973154,0.6778523489932886,0.0,1,torque_limited,0.06
BMLmovi_Subject_6_F_MoSh_Subject_6_F_19_poses_120_jpos,screened,345,50.0,7,7,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
BMLmovi_Subject_76_F_MoSh_Subject_76_F_7_poses_120_jpos,screened,204,50.0,5,5,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
BMLmovi_Subject_81_F_MoSh_Subject_81_F_20_poses_120_jpos,screened,322,50.0,7,7,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
BMLmovi_Subject_8_F_MoSh_Subject_8_F_15_poses_120_jpos,screened,197,50.0,4,4,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
BMLmovi_Subject_8_F_MoSh_Subject_8_F_8_poses_120_jpos,screened,220,50.0,5,5,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_108_108_15_poses_120_jpos,screened,148,50.0,3,0,0.0,0.0,0.07432432432432433,0.07432432432432433,0.8175675675675675,0.0,4,torque_limited,0.06
CMU_108_108_24_poses_120_jpos,screened,221,50.0,5,0,0.0,0.0,0.28054298642533937,0.28054298642533937,1.0,0.0,6,torque_limited,0.06
CMU_118_118_19_poses_120_jpos,screened,255,50.0,6,1,0.16666666666666666,0.32666666666666666,0.03137254901960784,0.03137254901960784,0.43529411764705883,0.3843137254901961,2,torque_limited,0.06
CMU_127_127_10_poses_120_jpos,screened,70,50.0,2,0,0.0,0.0,0.2571428571428571,0.2571428571428571,1.0,0.0,5,torque_limited,0.06
CMU_127_127_15_poses_120_jpos,screened,68,50.0,2,0,0.0,0.0,0.38235294117647056,0.38235294117647056,1.0,0.0,3,torque_limited,0.06
CMU_127_127_16_poses_120_jpos,screened,108,50.0,3,0,0.0,0.0,0.2222222222222222,0.2222222222222222,1.0,0.0,4,torque_limited,0.06
CMU_131_131_01_poses_120_jpos,screened,414,50.0,9,1,0.1111111111111111,0.17333333333333334,0.2584541062801932,0.2584541062801932,0.785024154589372,0.18840579710144928,7,torque_limited,0.06
CMU_135_135_02_poses_120_jpos,screened,2168,50.0,44,5,0.11363636363636363,0.12318181818181818,0.2878228782287823,0.29289667896678967,0.8745387453874539,0.11023985239852399,57,torque_limited,0.06
CMU_18_19_Justin_18_04_poses_120_jpos,screened,169,50.0,4,0,0.0,0.0,0.24260355029585798,0.24260355029585798,1.0,0.0,12,torque_limited,0.06
CMU_18_19_Justin_18_11_poses_120_jpos,screened,796,50.0,16,13,0.8125,0.855,0.007537688442211055,0.007537688442211055,0.1457286432160804,0.8542713567839196,2,torque_limited,0.06
CMU_20_21_Justin1_20_09_poses_120_jpos,screened,272,50.0,6,0,0.0,0.0,0.01838235294117647,0.01838235294117647,0.8272058823529411,0.0,4,torque_limited,0.06
CMU_30_30_02_poses_120_jpos,screened,993,50.0,20,17,0.85,0.8949999999999999,0.005035246727089627,0.005035246727089627,0.10574018126888217,0.8942598187311178,1,torque_limited,0.06
CMU_35_35_03_poses_120_jpos,screened,178,50.0,4,4,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_35_35_21_poses_120_jpos,screened,67,50.0,2,0,0.0,0.0,0.14925373134328357,0.14925373134328357,1.0,0.0,4,torque_limited,0.06
CMU_35_35_25_poses_120_jpos,screened,69,50.0,2,0,0.0,0.0,0.15942028985507245,0.15942028985507245,1.0,0.0,4,torque_limited,0.06
CMU_54_54_24_poses_120_jpos,screened,1120,50.0,23,16,0.6956521739130435,0.7486956521739131,0.05803571428571429,0.05803571428571429,0.2580357142857143,0.7419642857142857,4,torque_limited,0.06
CMU_55_55_15_poses_120_jpos,screened,4039,50.0,81,48,0.5925925925925926,0.662716049382716,0.04134686803664273,0.04134686803664273,0.31814805644961625,0.6617974746224313,17,torque_limited,0.06
CMU_64_64_09_poses_120_jpos,screened,188,50.0,4,1,0.25,0.355,0.06382978723404255,0.06382978723404255,0.6223404255319149,0.3776595744680851,2,torque_limited,0.06
CMU_74_74_10_poses_60_jpos,screened,279,50.0,6,6,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_75_75_11_poses_60_jpos,screened,146,50.0,3,0,0.0,0.0,0.0821917808219178,0.136986301369863,0.958904109589041,0.0,5,torque_limited,0.06
CMU_75_75_12_poses_60_jpos,screened,385,50.0,8,2,0.25,0.3025,0.05974025974025974,0.06493506493506493,0.6805194805194805,0.3142857142857143,10,torque_limited,0.06
CMU_76_76_02_poses_120_jpos,screened,485,50.0,10,10,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_78_78_35_poses_120_jpos,screened,92,50.0,2,0,0.0,0.0,0.20652173913043478,0.20652173913043478,0.8369565217391305,0.0,2,torque_limited,0.06
CMU_79_79_55_poses_60_jpos,screened,533,50.0,11,11,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_91_91_43_poses_120_jpos,screened,95,50.0,2,0,0.0,0.0,0.010526315789473684,0.031578947368421054,1.0,0.0,2,torque_limited,0.06
DFaust_67_50007_50007_running_on_spot_poses_60_jpos,screened,451,50.0,10,10,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
DFaust_67_50022_50022_shake_hips_poses_60_jpos,screened,224,50.0,5,5,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
DFaust_67_50025_50025_light_hopping_loose_poses_60_jpos,screened,183,50.0,4,4,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
DFaust_67_50025_50025_one_leg_jump_poses_60_jpos,screened,272,50.0,6,6,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
DFaust_67_50027_50027_one_leg_jump_poses_60_jpos,screened,215,50.0,5,2,0.4,0.42000000000000004,0.004651162790697674,0.004651162790697674,0.4697674418604651,0.32558139534883723,1,torque_limited,0.06
DanceDB_20180501_CliodelaVara_CLIO_Rasopoulos_poses_120_jpos,screened,8370,50.0,168,95,0.5654761904761905,0.6677380952380952,0.007526881720430108,0.007526881720430108,0.33345280764635604,0.666547192353644,38,torque_limited,0.06
Eyes_Japan_Dataset_hamada_gesture_etc-02-set_2-hamada_poses_120_jpos,screened,1489,50.0,30,30,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
Eyes_Japan_Dataset_hamada_gesture_etc-14-apologize-hamada_poses_120_jpos,screened,1488,50.0,30,27,0.9,0.9326666666666666,0.0006720430107526882,0.0006720430107526882,0.0678763440860215,0.9321236559139785,1,torque_limited,0.06
Eyes_Japan_Dataset_hamada_jump-07-rope_double-hamada_poses_120_jpos,screened,1500,50.0,30,11,0.36666666666666664,0.4766666666666667,0.18,0.18,0.5233333333333333,0.4766666666666667,29,torque_limited,0.06
Eyes_Japan_Dataset_hamada_jump-12-boxer_step-hamada_poses_120_jpos,screened,1500,50.0,30,7,0.23333333333333334,0.2946666666666667,0.064,0.064,0.7053333333333334,0.2946666666666667,42,torque_limited,0.06
Eyes_Japan_Dataset_hamada_sitdown_standup-05-straight-hamada_poses_120_jpos,screened,1500,50.0,30,15,0.5,0.5926666666666667,0.11,0.11,0.398,0.5926666666666667,7,torque_limited,0.06
Eyes_Japan_Dataset_kaiwa_accident-05-damage_right_arm-kaiwa_poses_120_jpos,screened,1500,50.0,30,30,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
Eyes_Japan_Dataset_kaiwa_gesture_etc-48-medium_drum-kaiwa_poses_120_jpos,screened,1500,50.0,30,30,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
Eyes_Japan_Dataset_kaiwa_walk-29-look_down-kaiwa_poses_120_jpos,screened,1480,50.0,30,27,0.9,0.9273333333333333,0.006081081081081081,0.006081081081081081,0.07364864864864865,0.9263513513513514,1,torque_limited,0.06
Eyes_Japan_Dataset_kawaguchi_accident-02-dodge_fast-kawaguchi_poses_120_jpos,screened,1286,50.0,26,11,0.4230769230769231,0.5115384615384616,0.028771384136858476,0.03188180404354588,0.46500777604976673,0.5062208398133748,9,torque_limited,0.06
Eyes_Japan_Dataset_kawaguchi_gesture_etc-39-giant_baba-kawaguchi_poses_120_jpos,screened,1060,50.0,22,6,0.2727272727272727,0.3181818181818182,0.12830188679245283,0.12830188679245283,0.7056603773584905,0.29245283018867924,17,torque_limited,0.06
Eyes_Japan_Dataset_kawaguchi_turn-05-turn-kawaguchi_poses_120_jpos,screened,1225,50.0,25,4,0.16,0.2184,0.23755102040816325,0.23755102040816325,0.7975510204081633,0.20244897959183675,39,torque_limited,0.06
Eyes_Japan_Dataset_kudo_greeting-09-certificate-kudo_poses_250_jpos,screened,1650,50.0,33,33,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
Eyes_Japan_Dataset_kudo_jump-04-horizontal-kudo_poses_250_jpos,screened,1650,50.0,33,10,0.30303030303030304,0.31757575757575757,0.13515151515151516,0.13515151515151516,0.6824242424242424,0.31757575757575757,55,torque_limited,0.06
Eyes_Japan_Dataset_takiguchi_accident-11-fall_down-takiguchi_poses_120_jpos,screened,1526,50.0,31,10,0.3225806451612903,0.3806451612903226,0.24508519003931847,0.24508519003931847,0.5681520314547838,0.3709043250327654,17,torque_limited,0.06
Eyes_Japan_Dataset_takiguchi_walk-07-moonwalk-takiguchi_poses_250_jpos,screened,1650,50.0,33,19,0.5757575757575758,0.6684848484848486,0.04303030303030303,0.04303030303030303,0.33151515151515154,0.6684848484848485,11,torque_limited,0.06
GRAB_s10_lightbulb_pass_1,screened,288,50.0,6,6,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
GRAB_s2_stanfordbunny_pick_all,screened,1261,50.0,26,26,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
GRAB_s3_mug_drink_2,screened,343,50.0,7,7,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
GRAB_s3_mug_drink_3,screened,381,50.0,8,8,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
GRAB_s4_banana_pass_1,screened,375,50.0,8,8,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
GRAB_s5_cylinderlarge_inspect_1,screened,458,50.0,10,10,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
GRAB_s6_alarmclock_see_1,screened,313,50.0,7,7,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
GRAB_s6_hammer_use_2,screened,422,50.0,9,9,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
GRAB_s8_fryingpan_cook_2,screened,398,50.0,8,8,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_1226_Trial_45_poses_100_jpos,screened,299,50.0,6,6,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_167_turn_right05_poses_100_jpos,screened,314,50.0,7,7,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_1747_displace_tilt_side_13_poses_100_jpos,screened,465,50.0,10,10,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_359_walking_medium03_poses_100_jpos,screened,263,50.0,6,3,0.5,0.6433333333333334,0.026615969581749048,0.026615969581749048,0.4068441064638783,0.5931558935361216,1,torque_limited,0.06
KIT_3_golf_drive02_poses_100_jpos,screened,276,50.0,6,3,0.5,0.5433333333333333,0.014492753623188406,0.025362318840579712,0.38768115942028986,0.5036231884057971,1,torque_limited,0.06
KIT_3_stomp_right02_poses_100_jpos,screened,258,50.0,6,6,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_3_walk_with_support04_poses_100_jpos,screened,337,50.0,7,7,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_3_wave_left05_poses_100_jpos,screened,193,50.0,4,4,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_551_mixing_bowl_big03_poses_100_jpos,screened,345,50.0,7,7,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_572_violin_left08_poses_100_jpos,screened,376,50.0,8,8,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_572_wave_left10_poses_100_jpos,screened,286,50.0,6,6,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_674_dry_front02_poses_100_jpos,screened,656,50.0,14,14,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_883_wipe_leg_bigcircle01_poses_100_jpos,screened,426,50.0,9,9,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_950_Wipe_Head_Horizontal_01_poses_100_jpos,screened,524,50.0,11,11,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_9_LeftTurn06_poses_100_jpos,screened,241,50.0,5,5,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
Transitions_mocap_mazen_c3d_twistdance_walk_poses_120_jpos,screened,410,50.0,9,3,0.3333333333333333,0.37777777777777777,0.1024390243902439,0.1024390243902439,0.6780487804878049,0.3170731707317073,9,torque_limited,0.06
