clip,policy,frames,fps,n_bins,n_bins_eligible,bin_eligible_frac,bin_score_mean,infeasible_frac,severe_frac,severe_frac_guarded,feasible_frac_kept,n_severe_windows,screen_schema,screen_gap_m
BMLhandball_S08_Novice_Trial_upper_left_056_poses_120_jpos,assumed_eligible,668,50.0,14,14,1.0,1.0,0.0,,,,,assumed,
BMLhandball_S08_Novice_Trial_upper_left_082_poses_120_jpos,assumed_eligible,648,50.0,13,13,1.0,1.0,0.015432098765432098,,,,,assumed,
BMLhandball_S08_Novice_Trial_upper_right_086_poses_120_jpos,assumed_eligible,679,50.0,14,14,1.0,1.0,0.013254786450662739,,,,,assumed,
BMLhandball_S08_Novice_Trial_upper_right_left_090_poses_120_jpos,assumed_eligible,664,50.0,14,14,1.0,1.0,0.05120481927710843,,,,,assumed,
BMLhandball_S09_Novice_Trial_upper_left_188_poses_120_jpos,assumed_eligible,440,50.0,9,9,1.0,1.0,0.011363636363636364,,,,,assumed,
BMLhandball_S09_Novice_Trial_upper_left_209_poses_120_jpos,assumed_eligible,415,50.0,9,9,1.0,1.0,0.012048192771084338,,,,,assumed,
BMLhandball_S09_Novice_Trial_upper_left_219_poses_120_jpos,assumed_eligible,420,50.0,9,9,1.0,1.0,0.01904761904761905,,,,,assumed,
BMLhandball_S09_Novice_Trial_upper_left_right_087_poses_120_jpos,assumed_eligible,523,50.0,11,11,1.0,1.0,0.08221797323135756,,,,,assumed,
BMLhandball_S09_Novice_Trial_upper_right_left_118_poses_120_jpos,assumed_eligible,464,50.0,10,10,1.0,1.0,0.07543103448275862,,,,,assumed,
BMLhandball_S09_Novice_Trial_upper_right_left_176_poses_120_jpos,assumed_eligible,588,50.0,12,12,1.0,1.0,0.013605442176870748,,,,,assumed,
BMLhandball_S09_Novice_Trial_upper_right_left_181_poses_120_jpos,assumed_eligible,456,50.0,10,10,1.0,1.0,0.0,,,,,assumed,
BMLhandball_S09_Novice_Trial_upper_right_left_234_poses_120_jpos,assumed_eligible,492,50.0,10,10,1.0,1.0,0.0,,,,,assumed,
BMLmovi_Subject_11_F_MoSh_Subject_11_F_11_poses_120_jpos,assumed_eligible,230,50.0,5,5,1.0,1.0,0.0,,,,,assumed,
BMLmovi_Subject_13_F_MoSh_Subject_13_F_9_poses_120_jpos,assumed_eligible,380,50.0,8,8,1.0,1.0,0.0,,,,,assumed,
BMLmovi_Subject_15_F_MoSh_Subject_15_F_14_poses_120_jpos,assumed_eligible,400,50.0,8,8,1.0,1.0,0.0775,,,,,assumed,
BMLmovi_Subject_15_F_MoSh_Subject_15_F_16_poses_120_jpos,assumed_eligible,452,50.0,10,10,1.0,1.0,0.0,,,,,assumed,
BMLmovi_Subject_17_F_MoSh_Subject_17_F_10_poses_120_jpos,assumed_eligible,115,50.0,3,3,1.0,1.0,0.0,,,,,assumed,
BMLmovi_Subject_17_F_MoSh_Subject_17_F_14_poses_120_jpos,screened,342,50.0,7,3,0.42857142857142855,0.602857142857143,0.34502923976608185,0.34502923976608185,0.34502923976608185,0.5935672514619883,2,torque_limited,0.06
BMLmovi_Subject_17_F_MoSh_Subject_17_F_20_poses_120_jpos,assumed_eligible,170,50.0,4,4,1.0,1.0,0.0,,,,,assumed,
BMLmovi_Subject_18_F_MoSh_Subject_18_F_17_poses_120_jpos,assumed_eligible,174,50.0,4,4,1.0,1.0,0.0,,,,,assumed,
BMLmovi_Subject_18_F_MoSh_Subject_18_F_1_poses_120_jpos,assumed_eligible,277,50.0,6,6,1.0,1.0,0.0,,,,,assumed,
BMLmovi_Subject_18_F_MoSh_Subject_18_F_3_poses_120_jpos,assumed_eligible,157,50.0,4,4,1.0,1.0,0.0,,,,,assumed,
BMLmovi_Subject_1_F_MoSh_Subject_1_F_13_poses_120_jpos,screened,285,50.0,6,1,0.16666666666666666,0.5566666666666666,0.10877192982456141,0.10877192982456141,0.10877192982456141,0.5333333333333333,6,torque_limited,0.06
BMLmovi_Subject_20_F_MoSh_Subject_20_F_17_poses_120_jpos,assumed_eligible,97,50.0,2,2,1.0,1.0,0.0,,,,,assumed,
BMLmovi_Subject_20_F_MoSh_Subject_20_F_7_poses_120_jpos,assumed_eligible,145,50.0,3,3,1.0,1.0,0.0,,,,,assumed,
BMLmovi_Subject_20_F_MoSh_Subject_20_F_8_poses_120_jpos,assumed_eligible,192,50.0,4,4,1.0,1.0,0.0,,,,,assumed,
BMLmovi_Subject_22_F_MoSh_Subject_22_F_10_poses_120_jpos,assumed_eligible,127,50.0,3,3,1.0,1.0,0.0,,,,,assumed,
BMLmovi_Subject_22_F_MoSh_Subject_22_F_12_poses_120_jpos,assumed_eligible,169,50.0,4,4,1.0,1.0,0.0,,,,,assumed,
BMLmovi_Subject_22_F_MoSh_Subject_22_F_1_poses_120_jpos,assumed_eligible,487,50.0,10,10,1.0,1.0,0.03490759753593429,,,,,assumed,
BMLmovi_Subject_22_F_MoSh_Subject_22_F_2_poses_120_jpos,assumed_eligible,150,50.0,3,3,1.0,1.0,0.0,,,,,assumed,
BMLmovi_Subject_24_F_MoSh_Subject_24_F_12_poses_120_jpos,assumed_eligible,245,50.0,5,5,1.0,1.0,0.08163265306122448,,,,,assumed,
BMLmovi_Subject_24_F_MoSh_Subject_24_F_2_poses_120_jpos,assumed_eligible,144,50.0,3,3,1.0,1.0,0.034722222222222224,,,,,assumed,
BMLmovi_Subject_27_F_MoSh_Subject_27_F_17_poses_120_jpos,assumed_eligible,494,50.0,10,10,1.0,1.0,0.0,,,,,assumed,
BMLmovi_Subject_27_F_MoSh_Subject_27_F_19_poses_120_jpos,assumed_eligible,209,50.0,5,5,1.0,1.0,0.0,,,,,assumed,
BMLmovi_Subject_27_F_MoSh_Subject_27_F_5_poses_120_jpos,screened,529,50.0,11,7,0.6363636363636364,0.7981818181818183,0.20793950850661624,0.20793950850661624,0.20793950850661624,0.7901701323251418,3,torque_limited,0.06
BMLmovi_Subject_29_F_MoSh_Subject_29_F_21_poses_120_jpos,assumed_eligible,272,50.0,6,6,1.0,1.0,0.0,,,,,assumed,
BMLmovi_Subject_30_F_MoSh_Subject_30_F_5_poses_120_jpos,assumed_eligible,189,50.0,4,4,1.0,1.0,0.0,,,,,assumed,
BMLmovi_Subject_31_F_MoSh_Subject_31_F_21_poses_120_jpos,assumed_eligible,289,50.0,6,6,1.0,1.0,0.006920415224913495,,,,,assumed,
BMLmovi_Subject_31_F_MoSh_Subject_31_F_4_poses_120_jpos,assumed_eligible,177,50.0,4,4,1.0,1.0,0.0,,,,,assumed,
BMLmovi_Subject_31_F_MoSh_Subject_31_F_8_poses_120_jpos,assumed_eligible,277,50.0,6,6,1.0,1.0,0.0,,,,,assumed,
BMLmovi_Subject_32_F_MoSh_Subject_32_F_19_poses_120_jpos,assumed_eligible,285,50.0,6,6,1.0,1.0,0.0,,,,,assumed,
BMLmovi_Subject_32_F_MoSh_Subject_32_F_9_poses_120_jpos,assumed_eligible,177,50.0,4,4,1.0,1.0,0.0,,,,,assumed,
BMLmovi_Subject_34_F_MoSh_Subject_34_F_20_poses_120_jpos,assumed_eligible,284,50.0,6,6,1.0,1.0,0.0,,,,,assumed,
BMLmovi_Subject_36_F_MoSh_Subject_36_F_11_poses_120_jpos,assumed_eligible,249,50.0,5,5,1.0,1.0,0.0,,,,,assumed,
BMLmovi_Subject_36_F_MoSh_Subject_36_F_12_poses_120_jpos,assumed_eligible,492,50.0,10,10,1.0,1.0,0.0,,,,,assumed,
BMLmovi_Subject_36_F_MoSh_Subject_36_F_21_poses_120_jpos,assumed_eligible,217,50.0,5,5,1.0,1.0,0.0,,,,,assumed,
BMLmovi_Subject_39_F_MoSh_Subject_39_F_14_poses_120_jpos,assumed_eligible,160,50.0,4,4,1.0,1.0,0.0,,,,,assumed,
BMLmovi_Subject_39_F_MoSh_Subject_39_F_17_poses_120_jpos,assumed_eligible,207,50.0,5,5,1.0,1.0,0.0,,,,,assumed,
BMLmovi_Subject_39_F_MoSh_Subject_39_F_18_poses_120_jpos,assumed_eligible,294,50.0,6,6,1.0,1.0,0.0,,,,,assumed,
BMLmovi_Subject_39_F_MoSh_Subject_39_F_20_poses_120_jpos,assumed_eligible,209,50.0,5,5,1.0,1.0,0.0,,,,,assumed,
BMLmovi_Subject_39_F_MoSh_Subject_39_F_6_poses_120_jpos,assumed_eligible,229,50.0,5,5,1.0,1.0,0.0,,,,,assumed,
BMLmovi_Subject_3_F_MoSh_Subject_3_F_18_poses_120_jpos,assumed_eligible,224,50.0,5,5,1.0,1.0,0.0,,,,,assumed,
BMLmovi_Subject_3_F_MoSh_Subject_3_F_6_poses_120_jpos,assumed_eligible,137,50.0,3,3,1.0,1.0,0.0,,,,,assumed,
BMLmovi_Subject_3_F_MoSh_Subject_3_F_7_poses_120_jpos,screened,224,50.0,5,1,0.2,0.68,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.7589285714285714,4,torque_limited,0.06
BMLmovi_Subject_41_F_MoSh_Subject_41_F_16_poses_120_jpos,screened,185,50.0,4,2,0.5,0.7,0.15675675675675677,0.15675675675675677,0.15675675675675677,0.6756756756756757,3,torque_limited,0.06
BMLmovi_Subject_41_F_MoSh_Subject_41_F_17_poses_120_jpos,screened,129,50.0,3,0,0.0,0.0,0.3875968992248062,0.3875968992248062,0.3875968992248062,0.0,1,torque_limited,0.06
BMLmovi_Subject_41_F_MoSh_Subject_41_F_2_poses_120_jpos,assumed_eligible,409,50.0,9,9,1.0,1.0,0.0,,,,,assumed,
BMLmovi_Subject_41_F_MoSh_Subject_41_F_5_poses_120_jpos,assumed_eligible,182,50.0,4,4,1.0,1.0,0.0,,,,,assumed,
BMLmovi_Subject_48_F_MoSh_Subject_48_F_11_poses_120_jpos,assumed_eligible,232,50.0,5,5,1.0,1.0,0.0,,,,,assumed,
BMLmovi_Subject_48_F_MoSh_Subject_48_F_16_poses_120_jpos,screened,522,50.0,11,7,0.6363636363636364,0.8090909090909091,0.19923371647509577,0.19923371647509577,0.19923371647509577,0.7988505747126436,3,torque_limited,0.06
BMLmovi_Subject_48_F_MoSh_Subject_48_F_18_poses_120_jpos,assumed_eligible,515,50.0,11,11,1.0,1.0,0.0,,,,,assumed,
BMLmovi_Subject_51_F_MoSh_Subject_51_F_5_poses_120_jpos,screened,285,50.0,6,2,0.3333333333333333,0.5966666666666667,0.21052631578947367,0.21052631578947367,0.21052631578947367,0.5754385964912281,5,torque_limited,0.06
BMLmovi_Subject_51_F_MoSh_Subject_51_F_9_poses_120_jpos,assumed_eligible,197,50.0,4,4,1.0,1.0,0.0,,,,,assumed,
BMLmovi_Subject_53_F_MoSh_Subject_53_F_20_poses_120_jpos,screened,435,50.0,9,3,0.3333333333333333,0.5333333333333333,0.15632183908045977,0.15632183908045977,0.15632183908045977,0.5172413793103449,12,torque_limited,0.06
BMLmovi_Subject_53_F_MoSh_Subject_53_F_3_poses_120_jpos,assumed_eligible,259,50.0,6,6,1.0,1.0,0.019305019305019305,,,,,assumed,
BMLmovi_Subject_55_F_MoSh_Subject_55_F_10_poses_120_jpos,assumed_eligible,182,50.0,4,4,1.0,1.0,0.0,,,,,assumed,
BMLmovi_Subject_55_F_MoSh_Subject_55_F_13_poses_120_jpos,assumed_eligible,207,50.0,5,5,1.0,1.0,0.0,,,,,assumed,
BMLmovi_Subject_55_F_MoSh_Subject_55_F_21_poses_120_jpos,assumed_eligible,414,50.0,9,9,1.0,1.0,0.0,,,,,assumed,
BMLmovi_Subject_55_F_MoSh_Subject_55_F_3_poses_120_jpos,assumed_eligible,182,50.0,4,4,1.0,1.0,0.0,,,,,assumed,
BMLmovi_Subject_57_F_MoSh_Subject_57_F_14_poses_120_jpos,assumed_eligible,577,50.0,12,12,1.0,1.0,0.0,,,,,assumed,
BMLmovi_Subject_57_F_MoSh_Subject_57_F_6_poses_120_jpos,assumed_eligible,300,50.0,6,6,1.0,1.0,0.0,,,,,assumed,
BMLmovi_Subject_58_F_MoSh_Subject_58_F_3_poses_120_jpos,assumed_eligible,475,50.0,10,10,1.0,1.0,0.0,,,,,assumed,
BMLmovi_Subject_5_F_MoSh_Subject_5_F_10_poses_120_jpos,assumed_eligible,149,50.0,3,3,1.0,1.0,0.0,,,,,assumed,
BMLmovi_Subject_5_F_MoSh_Subject_5_F_9_poses_120_jpos,assumed_eligible,119,50.0,3,3,1.0,1.0,0.0,,,,,assumed,
BMLmovi_Subject_62_F_MoSh_Subject_62_F_3_poses_120_jpos,assumed_eligible,240,50.0,5,5,1.0,1.0,0.1,,,,,assumed,
BMLmovi_Subject_62_F_MoSh_Subject_62_F_7_poses_120_jpos,assumed_eligible,197,50.0,4,4,1.0,1.0,0.0,,,,,assumed,
BMLmovi_Subject_62_F_MoSh_Subject_62_F_8_poses_120_jpos,assumed_eligible,197,50.0,4,4,1.0,1.0,0.0,,,,,assumed,
BMLmovi_Subject_64_F_MoSh_Subject_64_F_13_poses_120_jpos,assumed_eligible,194,50.0,4,4,1.0,1.0,0.0,,,,,assumed,
BMLmovi_Subject_64_F_MoSh_Subject_64_F_14_poses_120_jpos,assumed_eligible,197,50.0,4,4,1.0,1.0,0.0,,,,,assumed,
BMLmovi_Subject_64_F_MoSh_Subject_64_F_19_poses_120_jpos,assumed_eligible,200,50.0,4,4,1.0,1.0,0.0,,,,,assumed,
BMLmovi_Subject_67_F_MoSh_Subject_67_F_17_poses_120_jpos,assumed_eligible,215,50.0,5,5,1.0,1.0,0.0,,,,,assumed,
BMLmovi_Subject_67_F_MoSh_Subject_67_F_21_poses_120_jpos,assumed_eligible,562,50.0,12,12,1.0,1.0,0.0,,,,,assumed,
BMLmovi_Subject_69_F_MoSh_Subject_69_F_18_poses_120_jpos,assumed_eligible,405,50.0,9,9,1.0,1.0,0.0,,,,,assumed,
BMLmovi_Subject_69_F_MoSh_Subject_69_F_1_poses_120_jpos,assumed_eligible,722,50.0,15,15,1.0,1.0,0.018005540166204988,,,,,assumed,
BMLmovi_Subject_6_F_MoSh_Subject_6_F_2_poses_120_jpos,assumed_eligible,119,50.0,3,3,1.0,1.0,0.0,,,,,assumed,
BMLmovi_Subject_70_F_MoSh_Subject_70_F_19_poses_120_jpos,assumed_eligible,127,50.0,3,3,1.0,1.0,0.0,,,,,assumed,
BMLmovi_Subject_71_F_MoSh_Subject_71_F_13_poses_120_jpos,assumed_eligible,179,50.0,4,4,1.0,1.0,0.0,,,,,assumed,
BMLmovi_Subject_72_F_MoSh_Subject_72_F_15_poses_120_jpos,assumed_eligible,204,50.0,5,5,1.0,1.0,0.0,,,,,assumed,
BMLmovi_Subject_72_F_MoSh_Subject_72_F_17_poses_120_jpos,assumed_eligible,172,50.0,4,4,1.0,1.0,0.0,,,,,assumed,
BMLmovi_Subject_72_F_MoSh_Subject_72_F_5_poses_120_jpos,assumed_eligible,319,50.0,7,7,1.0,1.0,0.02821316614420063,,,,,assumed,
BMLmovi_Subject_72_F_MoSh_Subject_72_F_6_poses_120_jpos,screened,237,50.0,5,4,0.8,0.8719999999999999,0.1350210970464135,0.1350210970464135,0.1350210970464135,0.8649789029535865,1,torque_limited,0.06
BMLmovi_Subject_74_F_MoSh_Subject_74_F_11_poses_120_jpos,assumed_eligible,229,50.0,5,5,1.0,1.0,0.0,,,,,assumed,
BMLmovi_Subject_74_F_MoSh_Subject_74_F_20_poses_120_jpos,assumed_eligible,412,50.0,9,9,1.0,1.0,0.07766990291262135,,,,,assumed,
BMLmovi_Subject_74_F_MoSh_Subject_74_F_5_poses_120_jpos,screened,299,50.0,6,1,0.16666666666666666,0.45,0.4180602006688963,0.4180602006688963,0.4180602006688963,0.44816053511705684,2,torque_limited,0.06
BMLmovi_Subject_76_F_MoSh_Subject_76_F_10_poses_120_jpos,assumed_eligible,444,50.0,9,9,1.0,1.0,0.0,,,,,assumed,
BMLmovi_Subject_79_F_MoSh_Subject_79_F_10_poses_120_jpos,assumed_eligible,199,50.0,4,4,1.0,1.0,0.0,,,,,assumed,
BMLmovi_Subject_79_F_MoSh_Subject_79_F_15_poses_120_jpos,assumed_eligible,214,50.0,5,5,1.0,1.0,0.0,,,,,assumed,
BMLmovi_Subject_81_F_MoSh_Subject_81_F_15_poses_120_jpos,assumed_eligible,194,50.0,4,4,1.0,1.0,0.0,,,,,assumed,
BMLmovi_Subject_83_F_MoSh_Subject_83_F_19_poses_120_jpos,assumed_eligible,269,50.0,6,6,1.0,1.0,0.007434944237918215,,,,,assumed,
BMLmovi_Subject_83_F_MoSh_Subject_83_F_21_poses_120_jpos,assumed_eligible,190,50.0,4,4,1.0,1.0,0.0,,,,,assumed,
BMLmovi_Subject_85_F_MoSh_Subject_85_F_4_poses_120_jpos,assumed_eligible,347,50.0,7,7,1.0,1.0,0.0,,,,,assumed,
BMLmovi_Subject_85_F_MoSh_Subject_85_F_7_poses_120_jpos,assumed_eligible,182,50.0,4,4,1.0,1.0,0.0,,,,,assumed,
BMLmovi_Subject_88_F_MoSh_Subject_88_F_17_poses_120_jpos,assumed_eligible,174,50.0,4,4,1.0,1.0,0.0,,,,,assumed,
BMLmovi_Subject_8_F_MoSh_Subject_8_F_15_poses_120_jpos,assumed_eligible,197,50.0,4,4,1.0,1.0,0.0,,,,,assumed,
CMU_02_02_08_poses_120_jpos,screened,625,50.0,13,8,0.6153846153846154,0.8876923076923077,0.1168,0.1168,0.1168,0.8832,3,torque_limited,0.06
CMU_06_06_01_poses_120_jpos,assumed_eligible,206,50.0,5,5,1.0,1.0,0.0,,,,,assumed,
CMU_06_06_14_poses_120_jpos,assumed_eligible,200,50.0,4,4,1.0,1.0,0.0,,,,,assumed,
CMU_07_07_01_poses_120_jpos,screened,132,50.0,3,1,0.3333333333333333,0.5666666666666667,0.15151515151515152,0.15151515151515152,0.15151515151515152,0.6439393939393939,4,torque_limited,0.06
CMU_102_102_20_poses_120_jpos,screened,253,50.0,6,1,0.16666666666666666,0.29,0.30434782608695654,0.30434782608695654,0.30434782608695654,0.3438735177865613,8,torque_limited,0.06
CMU_105_105_06_poses_120_jpos,assumed_eligible,57,50.0,2,2,1.0,1.0,0.0,,,,,assumed,
CMU_105_105_11_poses_120_jpos,assumed_eligible,776,50.0,16,16,1.0,1.0,0.002577319587628866,,,,,assumed,
CMU_105_105_21_poses_120_jpos,assumed_eligible,1613,50.0,33,33,1.0,1.0,0.0,,,,,assumed,
CMU_105_105_35_poses_120_jpos,assumed_eligible,1272,50.0,26,26,1.0,1.0,0.0,,,,,assumed,
CMU_106_106_11_poses_60_jpos,assumed_eligible,571,50.0,12,12,1.0,1.0,0.01926444833625219,,,,,assumed,
CMU_107_107_01_poses_60_jpos,assumed_eligible,442,50.0,9,9,1.0,1.0,0.0,,,,,assumed,
CMU_108_108_11_poses_120_jpos,assumed_eligible,102,50.0,3,3,1.0,1.0,0.09803921568627451,,,,,assumed,
CMU_108_108_13_poses_120_jpos,screened,65,50.0,2,0,0.0,0.8266666666666667,0.12307692307692308,0.12307692307692308,0.12307692307692308,0.8769230769230769,2,torque_limited,0.06
CMU_108_108_20_poses_120_jpos,assumed_eligible,116,50.0,3,3,1.0,1.0,0.05172413793103448,,,,,assumed,
CMU_111_111_37_poses_120_jpos,assumed_eligible,135,50.0,3,3,1.0,1.0,0.0,,,,,assumed,
CMU_114_114_01_poses_120_jpos,assumed_eligible,134,50.0,3,3,1.0,1.0,0.0,,,,,assumed,
CMU_114_114_04_poses_120_jpos,screened,373,50.0,8,6,0.75,0.78,0.2359249329758713,0.2359249329758713,0.2359249329758713,0.7640750670241286,1,torque_limited,0.06
CMU_114_114_06_poses_120_jpos,screened,426,50.0,9,5,0.5555555555555556,0.6066666666666667,0.4154929577464789,0.4154929577464789,0.4154929577464789,0.5845070422535211,1,torque_limited,0.06
CMU_114_114_09_poses_120_jpos,screened,949,50.0,19,9,0.47368421052631576,0.5810526315789474,0.41938883034773444,0.41938883034773444,0.41938883034773444,0.5806111696522656,2,torque_limited,0.06
CMU_114_114_13_poses_120_jpos,assumed_eligible,1305,50.0,27,27,1.0,1.0,0.0,,,,,assumed,
CMU_115_115_06_poses_60_jpos,screened,297,50.0,6,4,0.6666666666666666,0.7966666666666667,0.2053872053872054,0.2053872053872054,0.2053872053872054,0.7946127946127947,1,torque_limited,0.06
CMU_118_118_10_poses_120_jpos,assumed_eligible,218,50.0,5,5,1.0,1.0,0.009174311926605505,,,,,assumed,
CMU_118_118_19_poses_120_jpos,assumed_eligible,255,50.0,6,6,1.0,1.0,0.03137254901960784,,,,,assumed,
CMU_120_120_07_poses_120_jpos,screened,464,50.0,10,4,0.4,0.7060000000000001,0.17672413793103448,0.17672413793103448,0.17672413793103448,0.6831896551724138,8,torque_limited,0.06
CMU_120_120_21_poses_120_jpos,screened,1297,50.0,26,15,0.5769230769230769,0.7534042553191489,0.2413261372397841,0.2413261372397841,0.2413261372397841,0.7532767925983038,7,torque_limited,0.06
CMU_122_122_01_poses_120_jpos,screened,264,50.0,6,4,0.6666666666666666,0.8033333333333333,0.21212121212121213,0.21212121212121213,0.21212121212121213,0.7765151515151515,3,torque_limited,0.06
CMU_122_122_09_poses_120_jpos,screened,188,50.0,4,2,0.5,0.65,0.3723404255319149,0.3723404255319149,0.3723404255319149,0.6276595744680851,1,torque_limited,0.06
CMU_122_122_34_poses_120_jpos,screened,403,50.0,9,4,0.4444444444444444,0.508888888888889,0.4317617866004963,0.4317617866004963,0.4317617866004963,0.5682382133995038,1,torque_limited,0.06
CMU_122_122_44_poses_120_jpos,assumed_eligible,275,50.0,6,6,1.0,1.0,0.0,,,,,assumed,
CMU_122_122_48_poses_120_jpos,assumed_eligible,185,50.0,4,4,1.0,1.0,0.005405405405405406,,,,,assumed,
CMU_122_122_55_poses_120_jpos,assumed_eligible,307,50.0,7,7,1.0,1.0,0.029315960912052116,,,,,assumed,
CMU_123_123_10_poses_120_jpos,assumed_eligible,333,50.0,7,7,1.0,1.0,0.0,,,,,assumed,
CMU_127_127_16_poses_120_jpos,screened,108,50.0,3,0,0.0,0.0,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.0,4,torque_limited,0.06
CMU_12_12_02_poses_120_jpos,assumed_eligible,280,50.0,6,6,1.0,1.0,0.017857142857142856,,,,,assumed,
CMU_131_131_12_poses_120_jpos,screened,320,50.0,7,2,0.2857142857142857,0.41428571428571426,0.165625,0.165625,0.165625,0.453125,4,torque_limited,0.06
CMU_132_132_10_poses_120_jpos,assumed_eligible,677,50.0,14,14,1.0,1.0,0.0,,,,,assumed,
CMU_132_132_19_poses_120_jpos,assumed_eligible,113,50.0,3,3,1.0,1.0,0.0,,,,,assumed,
CMU_132_132_22_poses_120_jpos,assumed_eligible,155,50.0,4,4,1.0,1.0,0.01935483870967742,,,,,assumed,
CMU_132_132_43_poses_120_jpos,assumed_eligible,335,50.0,7,7,1.0,1.0,0.0,,,,,assumed,
CMU_132_132_46_poses_120_jpos,assumed_eligible,510,50.0,11,11,1.0,1.0,0.0,,,,,assumed,
CMU_132_132_47_poses_120_jpos,assumed_eligible,629,50.0,13,13,1.0,1.0,0.0,,,,,assumed,
CMU_132_132_53_poses_120_jpos,screened,2709,50.0,55,20,0.36363636363636365,0.5112727272727273,0.2517534145441122,0.2517534145441122,0.2517534145441122,0.5038759689922481,49,torque_limited,0.06
CMU_133_133_04_poses_120_jpos,assumed_eligible,326,50.0,7,7,1.0,1.0,0.08588957055214724,,,,,assumed,
CMU_133_133_23_poses_120_jpos,assumed_eligible,353,50.0,8,8,1.0,1.0,0.0,,,,,assumed,
CMU_133_133_25_poses_120_jpos,assumed_eligible,171,50.0,4,4,1.0,1.0,0.0,,,,,assumed,
CMU_135_135_02_poses_120_jpos,screened,2168,50.0,44,11,0.25,0.5181818181818182,0.2878228782287823,0.29289667896678967,0.29289667896678967,0.511070110701107,57,torque_limited,0.06
CMU_136_136_02_poses_120_jpos,assumed_eligible,358,50.0,8,8,1.0,1.0,0.08379888268156424,,,,,assumed,
CMU_136_136_06_poses_120_jpos,screened,393,50.0,8,3,0.375,0.385,0.17557251908396945,0.17557251908396945,0.17557251908396945,0.39185750636132316,8,torque_limited,0.06
CMU_136_136_27_poses_120_jpos,screened,453,50.0,10,4,0.4,0.532,0.2163355408388521,0.2163355408388521,0.2163355408388521,0.48344370860927155,8,torque_limited,0.06
