clip,fps,frames,guard_s,min_seg_s,bin_frames,severity,airborne_frac,infeasible_frac,torque_infeasible_frac,severe_frac,severe_frac_guarded,feasible_frac_kept,n_severe_windows,screen_schema,screen_gap_m,n_feasible_segments,n_bins,n_bins_eligible,bin_eligible_frac,unsupported_ratio_p95
CMU_114_114_09_poses_120_jpos,50.0,949,0.0,1.0,50,severe,0.41938883034773444,0.41938883034773444,0.0,0.41938883034773444,0.41938883034773444,0.5806111696522656,2,torque_limited,0.06,3,19,9,0.47368421052631576,1.1755044428429808
CMU_115_115_06_poses_60_jpos,50.0,297,0.0,1.0,50,severe,0.2053872053872054,0.2053872053872054,0.0,0.2053872053872054,0.2053872053872054,0.7946127946127947,1,torque_limited,0.06,2,6,4,0.6666666666666666,1.123406555550939
CMU_120_120_07_poses_120_jpos,50.0,464,0.0,1.0,50,severe,0.23922413793103448,0.17672413793103448,0.0,0.17672413793103448,0.17672413793103448,0.6831896551724138,8,torque_limited,0.06,4,10,4,0.4,1.363457354889829
CMU_120_120_21_poses_120_jpos,50.0,1297,0.0,1.0,50,severe,0.2413261372397841,0.2413261372397841,0.0,0.2413261372397841,0.2413261372397841,0.7532767925983038,7,torque_limited,0.06,6,26,15,0.5769230769230769,1.0215955434133213
CMU_122_122_01_poses_120_jpos,50.0,264,0.0,1.0,50,severe,0.14393939393939395,0.21212121212121213,0.0,0.21212121212121213,0.21212121212121213,0.7765151515151515,3,torque_limited,0.06,2,6,4,0.6666666666666666,0.9878878434488394
CMU_122_122_09_poses_120_jpos,50.0,188,0.0,1.0,50,severe,0.3723404255319149,0.3723404255319149,0.0,0.3723404255319149,0.3723404255319149,0.6276595744680851,1,torque_limited,0.06,1,4,2,0.5,1.0076079944484684
CMU_122_122_34_poses_120_jpos,50.0,403,0.0,1.0,50,severe,0.4317617866004963,0.4317617866004963,0.0,0.4317617866004963,0.4317617866004963,0.5682382133995038,1,torque_limited,0.06,1,9,4,0.4444444444444444,1.1117579082162738
CMU_127_127_16_poses_120_jpos,50.0,108,0.0,1.0,50,severe,0.23148148148148148,0.2222222222222222,0.0,0.2222222222222222,0.2222222222222222,0.0,4,torque_limited,0.06,0,3,0,0.0,1.3838042703785938
CMU_131_131_12_poses_120_jpos,50.0,320,0.0,1.0,50,severe,0.1625,0.165625,0.0,0.165625,0.165625,0.453125,4,torque_limited,0.06,1,7,2,0.2857142857142857,1.0225586205551636
CMU_13_13_32_poses_120_jpos,50.0,140,0.0,1.0,50,severe,0.37142857142857144,0.2357142857142857,0.0,0.2357142857142857,0.2357142857142857,0.4,3,torque_limited,0.06,1,3,1,0.3333333333333333,1.9523866705957937
CMU_132_132_53_poses_120_jpos,50.0,2709,0.0,1.0,50,severe,0.15725359911406422,0.2517534145441122,0.0,0.2517534145441122,0.2517534145441122,0.5038759689922481,49,torque_limited,0.06,11,55,20,0.36363636363636365,0.9752455450948139
CMU_135_135_02_poses_120_jpos,50.0,2168,0.0,1.0,50,severe,0.27075645756457567,0.2878228782287823,0.00507380073800738,0.29289667896678967,0.29289667896678967,0.511070110701107,57,torque_limited,0.06,12,44,11,0.25,1.1360947147212428
CMU_136_136_06_poses_120_jpos,50.0,393,0.0,1.0,50,severe,0.10687022900763359,0.17557251908396945,0.0,0.17557251908396945,0.17557251908396945,0.39185750636132316,8,torque_limited,0.06,1,8,3,0.375,0.9882088691627869
CMU_136_136_27_poses_120_jpos,50.0,453,0.0,1.0,50,severe,0.2141280353200883,0.2163355408388521,0.0,0.2163355408388521,0.2163355408388521,0.48344370860927155,8,torque_limited,0.06,2,10,4,0.4,1.0073481164895584
CMU_137_137_08_poses_120_jpos,50.0,808,0.0,1.0,50,severe,0.1150990099009901,0.1150990099009901,0.0,0.1150990099009901,0.1150990099009901,0.7054455445544554,9,torque_limited,0.06,4,17,9,0.5294117647058824,1.0197916846397115
CMU_138_138_25_poses_120_jpos,50.0,149,0.0,1.0,50,severe,0.08053691275167785,0.12080536912751678,0.0,0.12080536912751678,0.12080536912751678,0.5033557046979866,3,torque_limited,0.06,1,3,1,0.3333333333333333,0.9167271435238226
CMU_139_139_15_poses_60_jpos,50.0,898,0.0,1.0,50,severe,0.2505567928730512,0.2594654788418708,0.0,0.2594654788418708,0.2594654788418708,0.5746102449888641,13,torque_limited,0.06,8,18,3,0.16666666666666666,1.0175139307645606
CMU_143_143_09_poses_60_jpos,50.0,454,0.0,1.0,50,severe,0.18502202643171806,0.10572687224669604,0.0,0.10572687224669604,0.10572687224669604,0.788546255506608,8,torque_limited,0.06,4,10,6,0.6,1.287068521909095
CMU_144_144_05_poses_120_jpos,50.0,1161,0.0,1.0,50,severe,0.29285099052540914,0.32127476313522824,0.0,0.32127476313522824,0.32127476313522824,0.32127476313522824,22,torque_limited,0.06,6,24,4,0.16666666666666666,1.0395118356393402
CMU_144_144_17_poses_120_jpos,50.0,1175,0.0,1.0,50,severe,0.19063829787234043,0.34808510638297874,0.0,0.34808510638297874,0.34808510638297874,0.4697872340425532,21,torque_limited,0.06,8,24,6,0.25,1.008815662610461
CMU_16_16_35_poses_120_jpos,50.0,68,0.0,1.0,50,severe,0.058823529411764705,0.11764705882352941,0.0,0.11764705882352941,0.11764705882352941,0.8823529411764706,2,torque_limited,0.06,1,2,0,0.0,1.066187543774497
CMU_18_19_Justin_18_07_poses_120_jpos,50.0,121,0.0,1.0,50,severe,0.1487603305785124,0.1487603305785124,0.0,0.1487603305785124,0.1487603305785124,0.512396694214876,2,torque_limited,0.06,1,3,1,0.3333333333333333,1.058161900925811
CMU_18_19_Justin_18_15_poses_120_jpos,50.0,640,0.0,1.0,50,severe,0.109375,0.11875,0.0,0.11875,0.11875,0.8421875,4,torque_limited,0.06,3,13,9,0.6923076923076923,1.1173682147409747
CMU_36_36_04_poses_120_jpos,50.0,1553,0.0,1.0,50,severe,0.2755956213779781,0.27945911139729557,0.0,0.27945911139729557,0.27945911139729557,0.6889890534449453,8,torque_limited,0.06,8,32,16,0.5,1.0099774699561754
CMU_36_36_18_poses_120_jpos,50.0,1793,0.0,1.0,50,severe,0.35861684327941995,0.35973229224762965,0.0,0.35973229224762965,0.35973229224762965,0.5956497490239822,8,torque_limited,0.06,6,36,16,0.4444444444444444,1.0673340641814522
CMU_54_54_21_poses_120_jpos,50.0,2912,0.0,1.0,50,severe,0.11778846153846154,0.11778846153846154,0.0,0.11778846153846154,0.11778846153846154,0.760989010989011,27,torque_limited,0.06,10,59,39,0.6610169491525424,0.9955924605835781
CMU_54_54_22_poses_120_jpos,50.0,1056,0.0,1.0,50,severe,0.13920454545454544,0.13920454545454544,0.0,0.13920454545454544,0.13920454545454544,0.7509469696969697,11,torque_limited,0.06,3,22,13,0.5909090909090909,1.015587776480876
CMU_60_60_09_poses_60_jpos,50.0,2145,0.0,1.0,50,severe,0.2573426573426573,0.26666666666666666,0.0,0.26666666666666666,0.26666666666666666,0.43636363636363634,37,torque_limited,0.06,7,43,12,0.27906976744186046,1.0804808315145378
CMU_78_78_31_poses_120_jpos,50.0,333,0.0,1.0,50,severe,0.2912912912912913,0.32732732732732733,0.003003003003003003,0.3303303303303303,0.3303303303303303,0.15315315315315314,12,torque_limited,0.06,1,7,0,0.0,0.9548833426672905
CMU_82_82_07_poses_120_jpos,50.0,499,0.0,1.0,50,severe,0.056112224448897796,0.35070140280561124,0.0,0.35070140280561124,0.35070140280561124,0.33867735470941884,11,torque_limited,0.06,2,10,2,0.2,0.9467506912472882
CMU_83_83_15_poses_120_jpos,50.0,218,0.0,1.0,50,severe,0.4954128440366973,0.4954128440366973,0.0,0.4954128440366973,0.4954128440366973,0.5045871559633027,1,torque_limited,0.06,1,5,2,0.4,1.0031747822082415
CMU_83_83_16_poses_120_jpos,50.0,213,0.0,1.0,50,severe,0.40375586854460094,0.4084507042253521,0.0,0.4084507042253521,0.4084507042253521,0.5868544600938967,2,torque_limited,0.06,1,5,3,0.6,1.003495807922189
CMU_83_83_34_poses_120_jpos,50.0,403,0.0,1.0,50,severe,0.4317617866004963,0.4317617866004963,0.0,0.4317617866004963,0.4317617866004963,0.5682382133995038,1,torque_limited,0.06,1,9,4,0.4444444444444444,1.1057654282225886
CMU_83_83_49_poses_120_jpos,50.0,190,0.0,1.0,50,severe,0.17894736842105263,0.10526315789473684,0.0,0.10526315789473684,0.10526315789473684,0.5684210526315789,3,torque_limited,0.06,1,4,2,0.5,1.2888418068051866
CMU_83_83_53_poses_120_jpos,50.0,225,0.0,1.0,50,severe,0.3022222222222222,0.19555555555555557,0.0,0.19555555555555557,0.19555555555555557,0.48,4,torque_limited,0.06,1,5,2,0.4,1.9185108143049585
DFaust_67_50004_50004_knees_poses_60_jpos,50.0,609,0.0,1.0,50,severe,0.2348111658456486,0.2348111658456486,0.0,0.2348111658456486,0.2348111658456486,0.7569786535303776,3,torque_limited,0.06,3,13,8,0.6153846153846154,1.0063697524089565
DFaust_67_50025_50025_punching_poses_60_jpos,50.0,166,0.0,1.0,50,severe,0.13855421686746988,0.13855421686746988,0.0,0.13855421686746988,0.13855421686746988,0.6445783132530121,2,torque_limited,0.06,1,4,2,0.5,1.029498890751932
Eyes_Japan_Dataset_aita_accident-08-damage_rightfoot-aita_poses_120_jpos,50.0,1500,0.0,1.0,50,severe,0.162,0.162,0.0,0.162,0.162,0.778,6,torque_limited,0.06,4,30,21,0.7,1.0624575307172028
Eyes_Japan_Dataset_aita_gesture_etc-20-swing_chair-aita_poses_120_jpos,50.0,1500,0.0,1.0,50,severe,0.44,0.44,0.0,0.44,0.44,0.56,4,torque_limited,0.06,5,30,14,0.4666666666666667,1.1654914979555726
Eyes_Japan_Dataset_aita_sitdown_standup-16-reseat-aita_poses_120_jpos,50.0,1500,0.0,1.0,50,severe,0.39466666666666667,0.39466666666666667,0.0,0.39466666666666667,0.39466666666666667,0.578,5,torque_limited,0.06,5,30,15,0.5,1.0998188090451813
Eyes_Japan_Dataset_aita_walk-23-shuffle_oneleg-aita_poses_120_jpos,50.0,1500,0.0,1.0,50,severe,0.28733333333333333,0.422,0.0,0.422,0.422,0.26466666666666666,33,torque_limited,0.06,3,30,5,0.16666666666666666,1.0432112748191156
Eyes_Japan_Dataset_hamada_walk-02-drank-hamada_poses_120_jpos,50.0,1500,0.0,1.0,50,severe,0.21666666666666667,0.22466666666666665,0.0,0.22466666666666665,0.22466666666666665,0.4186666666666667,36,torque_limited,0.06,5,30,9,0.3,1.1233454077959013
Eyes_Japan_Dataset_kaiwa_jump-03-vertical-kaiwa_poses_120_jpos,50.0,1500,0.0,1.0,50,severe,0.23,0.156,0.0,0.156,0.156,0.7586666666666667,16,torque_limited,0.06,6,30,17,0.5666666666666667,1.6629284851865158
Eyes_Japan_Dataset_kanno_accident-11-fall_down-kanno_poses_120_jpos,50.0,1488,0.0,1.0,50,severe,0.12231182795698925,0.1297043010752688,0.0,0.1297043010752688,0.1297043010752688,0.7836021505376344,18,torque_limited,0.06,8,30,17,0.5666666666666667,0.9875362438573734
Eyes_Japan_Dataset_yamaoka_tennis-01-forehand-yamaoka_poses_120_jpos,50.0,1240,0.0,1.0,50,severe,0.12983870967741937,0.1596774193548387,0.0,0.1596774193548387,0.1596774193548387,0.7419354838709677,18,torque_limited,0.06,6,25,12,0.48,1.0590944041901342
HUMAN4D_Subject3_4_Carine_INF_Dancing_S3S4_01_poses_120_jpos,50.0,1012,0.0,1.0,50,severe,0.10177865612648221,0.11857707509881422,0.010869565217391304,0.12944664031620554,0.12944664031620554,0.6798418972332015,17,torque_limited,0.06,4,21,11,0.5238095238095238,0.9739920161165425
HUMAN4D_Subject3_Medhi_RGB_TalkingWalking_S3_01_poses_120_jpos,50.0,1224,0.0,1.0,50,severe,0.11356209150326797,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.5465686274509803,21,torque_limited,0.06,8,25,6,0.24,1.0212898046381331
HUMAN4D_Subject4_Carine_RGB_BasketBall_S4_01_poses_120_jpos,50.0,863,0.0,1.0,50,severe,0.2688296639629201,0.2688296639629201,0.0,0.2688296639629201,0.2688296639629201,0.657010428736964,12,torque_limited,0.06,7,18,5,0.2777777777777778,1.1622659538773388
KIT_183_walking_run02_poses_100_jpos,50.0,210,0.0,1.0,50,severe,0.19523809523809524,0.17142857142857143,0.0,0.17142857142857143,0.17142857142857143,0.6904761904761905,5,torque_limited,0.06,2,5,3,0.6,1.4380881899132303
KIT_183_walking_run07_poses_100_jpos,50.0,191,0.0,1.0,50,severe,0.24607329842931938,0.23036649214659685,0.0,0.23036649214659685,0.23036649214659685,0.5654450261780105,5,torque_limited,0.06,2,4,2,0.5,1.5178401494210307
KIT_200_Kniebeuge01_poses_100_jpos,50.0,374,0.0,1.0,50,severe,0.3502673796791444,0.3502673796791444,0.0,0.3502673796791444,0.3502673796791444,0.6497326203208557,2,torque_limited,0.06,3,8,3,0.375,1.1386782073715813
KIT_200_Kniebeuge04_poses_100_jpos,50.0,218,0.0,1.0,50,severe,0.3211009174311927,0.3211009174311927,0.0,0.3211009174311927,0.3211009174311927,0.6788990825688074,1,torque_limited,0.06,2,5,3,0.6,1.1217249922874046
KIT_200_Kniebeuge06_poses_100_jpos,50.0,220,0.0,1.0,50,severe,0.29545454545454547,0.29545454545454547,0.0,0.29545454545454547,0.29545454545454547,0.7045454545454546,1,torque_limited,0.06,2,5,3,0.6,1.137822138801055
KIT_314_go_over_beam01_poses_100_jpos,50.0,543,0.0,1.0,50,severe,0.3683241252302026,0.3683241252302026,0.0,0.3683241252302026,0.3683241252302026,0.6316758747697975,1,torque_limited,0.06,2,11,6,0.5454545454545454,1.045810054408214
KIT_317_go_over_beam06_poses_100_jpos,50.0,292,0.0,1.0,50,severe,0.4554794520547945,0.4623287671232877,0.0,0.4623287671232877,0.4623287671232877,0.5376712328767124,1,torque_limited,0.06,2,6,2,0.3333333333333333,1.0773928698851387
KIT_317_go_over_beam08_poses_100_jpos,50.0,309,0.0,1.0,50,severe,0.44660194174757284,0.4563106796116505,0.0,0.4563106796116505,0.4563106796116505,0.5436893203883495,1,torque_limited,0.06,2,7,3,0.42857142857142855,1.0803585360044625
KIT_359_go_over_beam02_poses_100_jpos,50.0,428,0.0,1.0,50,severe,0.45093457943925236,0.45093457943925236,0.0,0.45093457943925236,0.45093457943925236,0.5490654205607477,1,torque_limited,0.06,2,9,5,0.5555555555555556,1.0611581409226536
KIT_359_go_over_beam03_poses_100_jpos,50.0,475,0.0,1.0,50,severe,0.40421052631578946,0.40421052631578946,0.0,0.40421052631578946,0.40421052631578946,0.5957894736842105,1,torque_limited,0.06,2,10,5,0.5,1.037860846253325
KIT_359_walking_fast01_poses_100_jpos,50.0,188,0.0,1.0,50,severe,0.10106382978723404,0.11170212765957446,0.0,0.11170212765957446,0.11170212765957446,0.2978723404255319,4,torque_limited,0.06,1,4,1,0.25,1.0090449666918522
KIT_3_go_over_beam01_poses_100_jpos,50.0,518,0.0,1.0,50,severe,0.3436293436293436,0.3436293436293436,0.0,0.3436293436293436,0.3436293436293436,0.6563706563706564,1,torque_limited,0.06,2,11,7,0.6363636363636364,1.0189509030079444
KIT_3_kick_high_right03_poses_100_jpos,50.0,227,0.0,1.0,50,severe,0.1762114537444934,0.1762114537444934,0.0,0.1762114537444934,0.1762114537444934,0.8237885462555066,1,torque_limited,0.06,2,5,4,0.8,1.0104360781189576
KIT_3_seesaw_backwards07_poses_100_jpos,50.0,674,0.0,1.0,50,severe,0.2433234421364985,0.2433234421364985,0.0,0.2433234421364985,0.2433234421364985,0.7373887240356083,3,torque_limited,0.06,2,14,10,0.7142857142857143,1.0212745176993738
KIT_3_squat05_poses_100_jpos,50.0,275,0.0,1.0,50,severe,0.2581818181818182,0.2581818181818182,0.0,0.2581818181818182,0.2581818181818182,0.7418181818181818,1,torque_limited,0.06,2,6,4,0.6666666666666666,1.056113451132051
KIT_424_seesaw01_poses_100_jpos,50.0,437,0.0,1.0,50,severe,0.18764302059496568,0.18764302059496568,0.0,0.18764302059496568,0.18764302059496568,0.8123569794050344,1,torque_limited,0.06,2,9,6,0.6666666666666666,0.9991543173145189
KIT_424_seesaw04_poses_100_jpos,50.0,409,0.0,1.0,50,severe,0.2273838630806846,0.2273838630806846,0.0,0.2273838630806846,0.2273838630806846,0.7310513447432763,3,torque_limited,0.06,2,9,5,0.5555555555555556,1.0220235776985844
KIT_424_seesaw09_poses_100_jpos,50.0,300,0.0,1.0,50,severe,0.11333333333333333,0.11333333333333333,0.0,0.11333333333333333,0.11333333333333333,0.8866666666666667,1,torque_limited,0.06,2,6,4,0.6666666666666666,0.9647739920446237
KIT_424_seesaw_backwards03_poses_100_jpos,50.0,438,0.0,1.0,50,severe,0.1735159817351598,0.1735159817351598,0.0,0.1735159817351598,0.1735159817351598,0.7602739726027398,2,torque_limited,0.06,2,9,6,0.6666666666666666,1.0187674597428316
KIT_424_step_stones03_poses_100_jpos,50.0,592,0.0,1.0,50,severe,0.2939189189189189,0.2939189189189189,0.0,0.2939189189189189,0.2939189189189189,0.706081081081081,2,torque_limited,0.06,3,12,7,0.5833333333333334,1.0250503915729459
KIT_513_seesaw_down09_poses_100_jpos,50.0,313,0.0,1.0,50,severe,0.09584664536741214,0.10543130990415335,0.0,0.10543130990415335,0.10543130990415335,0.8881789137380192,2,torque_limited,0.06,2,7,5,0.7142857142857143,0.981788354883838
KIT_513_seesaw_up03_poses_100_jpos,50.0,452,0.0,1.0,50,severe,0.2323008849557522,0.2323008849557522,0.0,0.2323008849557522,0.2323008849557522,0.7676991150442478,1,torque_limited,0.06,2,10,7,0.7,1.012239936892567
KIT_513_seesaw_up08_poses_100_jpos,50.0,512,0.0,1.0,50,severe,0.263671875,0.263671875,0.0,0.263671875,0.263671875,0.728515625,2,torque_limited,0.06,2,11,8,0.7272727272727273,1.0216108303520806
KIT_513_seesaw_up10_poses_100_jpos,50.0,458,0.0,1.0,50,severe,0.17467248908296942,0.1812227074235808,0.0,0.1812227074235808,0.1812227074235808,0.8187772925764192,1,torque_limited,0.06,2,10,7,0.7,1.026808389530277
KIT_572_squat05_poses_100_jpos,50.0,247,0.0,1.0,50,severe,0.22672064777327935,0.22672064777327935,0.0,0.22672064777327935,0.22672064777327935,0.7732793522267206,1,torque_limited,0.06,2,5,3,0.6,1.0647964323473913
SSM_synced_20161014_50033_ATUSquat_sync_poses_120_jpos,50.0,107,0.0,1.0,50,severe,0.2616822429906542,0.2616822429906542,0.0,0.2616822429906542,0.2616822429906542,0.0,1,torque_limited,0.06,0,3,0,0.0,1.554895688973821
Transitions_mocap_mazen_c3d_airkick_jumpingtwist360_poses_120_jpos,50.0,355,0.0,1.0,50,severe,0.323943661971831,0.29014084507042254,0.0,0.29014084507042254,0.29014084507042254,0.6253521126760564,5,torque_limited,0.06,2,8,4,0.5,1.35066218714821
Transitions_mocap_mazen_c3d_airkick_turntwist180_poses_120_jpos,50.0,400,0.0,1.0,50,severe,0.0975,0.105,0.0,0.105,0.105,0.895,1,torque_limited,0.06,2,8,6,0.75,0.8942247696699815
Transitions_mocap_mazen_c3d_devishdance_longjump_poses_120_jpos,50.0,511,0.0,1.0,50,severe,0.3816046966731898,0.33659491193737767,0.0,0.33659491193737767,0.33659491193737767,0.4500978473581213,12,torque_limited,0.06,1,11,5,0.45454545454545453,1.3941688148574682
Transitions_mocap_mazen_c3d_punchkarate_kick_poses_120_jpos,50.0,428,0.0,1.0,50,severe,0.2967289719626168,0.3247663551401869,0.0,0.3247663551401869,0.3247663551401869,0.49065420560747663,7,torque_limited,0.06,2,9,3,0.3333333333333333,1.1218625747362392
Transitions_mocap_mazen_c3d_twistdance_walk_poses_120_jpos,50.0,410,0.0,1.0,50,severe,0.16585365853658537,0.1024390243902439,0.0,0.1024390243902439,0.1024390243902439,0.6878048780487804,9,torque_limited,0.06,2,9,5,0.5555555555555556,0.8435027068662867
