clip,policy,frames,fps,n_bins,n_bins_eligible,bin_eligible_frac,bin_score_mean,infeasible_frac,severe_frac,severe_frac_guarded,feasible_frac_kept,n_severe_windows,screen_schema,screen_gap_m
BMLhandball_S07_Expert_Trial_upper_left_082_poses_120_jpos,screened,441,50.0,9,8,0.8888888888888888,0.9711111111111111,0.022675736961451247,0.022675736961451247,0.022675736961451247,0.9705215419501134,2,torque_limited,0.06
BMLhandball_S07_Expert_Trial_upper_left_right_037_poses_120_jpos,screened,666,50.0,14,13,0.9285714285714286,0.9442857142857142,0.012012012012012012,0.012012012012012012,0.012012012012012012,0.9414414414414415,3,torque_limited,0.06
BMLhandball_S07_Expert_Trial_upper_right_210_poses_120_jpos,screened,582,50.0,12,8,0.6666666666666666,0.6983333333333333,0.19072164948453607,0.19072164948453607,0.19072164948453607,0.6890034364261168,4,torque_limited,0.06
BMLhandball_S08_Novice_Trial_upper_left_056_poses_120_jpos,screened,668,50.0,14,14,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
BMLhandball_S08_Novice_Trial_upper_left_082_poses_120_jpos,screened,648,50.0,13,12,0.9230769230769231,0.9846153846153847,0.015432098765432098,0.015432098765432098,0.015432098765432098,0.9845679012345679,1,torque_limited,0.06
BMLhandball_S08_Novice_Trial_upper_right_086_poses_120_jpos,screened,679,50.0,14,13,0.9285714285714286,0.9871428571428572,0.013254786450662739,0.013254786450662739,0.013254786450662739,0.9867452135493373,1,torque_limited,0.06
BMLhandball_S08_Novice_Trial_upper_right_left_090_poses_120_jpos,screened,664,50.0,14,12,0.8571428571428571,0.9385714285714286,0.05120481927710843,0.05120481927710843,0.05120481927710843,0.9352409638554217,3,torque_limited,0.06
BMLhandball_S09_Novice_Trial_upper_left_188_poses_120_jpos,screened,440,50.0,9,8,0.8888888888888888,0.9888888888888889,0.011363636363636364,0.011363636363636364,0.011363636363636364,0.9886363636363636,1,torque_limited,0.06
BMLhandball_S09_Novice_Trial_upper_left_209_poses_120_jpos,screened,415,50.0,9,8,0.8888888888888888,0.9844444444444443,0.012048192771084338,0.012048192771084338,0.012048192771084338,0.983132530120482,2,torque_limited,0.06
BMLhandball_S09_Novice_Trial_upper_left_219_poses_120_jpos,screened,420,50.0,9,8,0.8888888888888888,0.9822222222222222,0.01904761904761905,0.01904761904761905,0.01904761904761905,0.9809523809523809,1,torque_limited,0.06
BMLhandball_S09_Novice_Trial_upper_left_right_087_poses_120_jpos,screened,523,50.0,11,6,0.5454545454545454,0.870909090909091,0.08221797323135756,0.08221797323135756,0.08221797323135756,0.9158699808795411,5,torque_limited,0.06
BMLhandball_S09_Novice_Trial_upper_right_left_118_poses_120_jpos,screened,464,50.0,10,5,0.5,0.746,0.07543103448275862,0.07543103448275862,0.07543103448275862,0.8038793103448276,4,torque_limited,0.06
BMLhandball_S09_Novice_Trial_upper_right_left_176_poses_120_jpos,screened,588,50.0,12,11,0.9166666666666666,0.9866666666666667,0.013605442176870748,0.013605442176870748,0.013605442176870748,0.9863945578231292,1,torque_limited,0.06
BMLhandball_S09_Novice_Trial_upper_right_left_181_poses_120_jpos,screened,456,50.0,10,10,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
BMLhandball_S09_Novice_Trial_upper_right_left_234_poses_120_jpos,screened,492,50.0,10,10,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
BMLmovi_Subject_11_F_MoSh_Subject_11_F_11_poses_120_jpos,screened,230,50.0,5,5,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
BMLmovi_Subject_13_F_MoSh_Subject_13_F_9_poses_120_jpos,screened,380,50.0,8,8,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
BMLmovi_Subject_15_F_MoSh_Subject_15_F_14_poses_120_jpos,screened,400,50.0,8,2,0.25,0.365,0.0775,0.0775,0.0775,0.365,12,torque_limited,0.06
BMLmovi_Subject_15_F_MoSh_Subject_15_F_16_poses_120_jpos,screened,452,50.0,10,10,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
BMLmovi_Subject_17_F_MoSh_Subject_17_F_10_poses_120_jpos,screened,115,50.0,3,3,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
BMLmovi_Subject_17_F_MoSh_Subject_17_F_14_poses_120_jpos,screened,342,50.0,7,3,0.42857142857142855,0.602857142857143,0.34502923976608185,0.34502923976608185,0.34502923976608185,0.5935672514619883,2,torque_limited,0.06
BMLmovi_Subject_17_F_MoSh_Subject_17_F_20_poses_120_jpos,screened,170,50.0,4,4,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
BMLmovi_Subject_18_F_MoSh_Subject_18_F_17_poses_120_jpos,screened,174,50.0,4,4,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
BMLmovi_Subject_18_F_MoSh_Subject_18_F_1_poses_120_jpos,screened,277,50.0,6,6,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
BMLmovi_Subject_18_F_MoSh_Subject_18_F_3_poses_120_jpos,screened,157,50.0,4,4,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
BMLmovi_Subject_1_F_MoSh_Subject_1_F_13_poses_120_jpos,screened,285,50.0,6,1,0.16666666666666666,0.5566666666666666,0.10877192982456141,0.10877192982456141,0.10877192982456141,0.5333333333333333,6,torque_limited,0.06
BMLmovi_Subject_20_F_MoSh_Subject_20_F_17_poses_120_jpos,screened,97,50.0,2,2,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
BMLmovi_Subject_20_F_MoSh_Subject_20_F_7_poses_120_jpos,screened,145,50.0,3,3,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
BMLmovi_Subject_20_F_MoSh_Subject_20_F_8_poses_120_jpos,screened,192,50.0,4,4,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
BMLmovi_Subject_22_F_MoSh_Subject_22_F_10_poses_120_jpos,screened,127,50.0,3,3,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
BMLmovi_Subject_22_F_MoSh_Subject_22_F_12_poses_120_jpos,screened,169,50.0,4,4,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
BMLmovi_Subject_22_F_MoSh_Subject_22_F_1_poses_120_jpos,screened,487,50.0,10,4,0.4,0.7779999999999999,0.03490759753593429,0.03490759753593429,0.03490759753593429,0.7987679671457906,5,torque_limited,0.06
BMLmovi_Subject_22_F_MoSh_Subject_22_F_2_poses_120_jpos,screened,150,50.0,3,3,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
BMLmovi_Subject_24_F_MoSh_Subject_24_F_12_poses_120_jpos,screened,245,50.0,5,4,0.8,0.8640000000000001,0.08163265306122448,0.08163265306122448,0.08163265306122448,0.8612244897959184,5,torque_limited,0.06
BMLmovi_Subject_24_F_MoSh_Subject_24_F_2_poses_120_jpos,screened,144,50.0,3,2,0.6666666666666666,0.9666666666666667,0.034722222222222224,0.034722222222222224,0.034722222222222224,0.9652777777777778,1,torque_limited,0.06
BMLmovi_Subject_27_F_MoSh_Subject_27_F_17_poses_120_jpos,screened,494,50.0,10,10,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
BMLmovi_Subject_27_F_MoSh_Subject_27_F_19_poses_120_jpos,screened,209,50.0,5,5,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
BMLmovi_Subject_27_F_MoSh_Subject_27_F_5_poses_120_jpos,screened,529,50.0,11,7,0.6363636363636364,0.7981818181818183,0.20793950850661624,0.20793950850661624,0.20793950850661624,0.7901701323251418,3,torque_limited,0.06
BMLmovi_Subject_29_F_MoSh_Subject_29_F_21_poses_120_jpos,screened,272,50.0,6,6,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
BMLmovi_Subject_30_F_MoSh_Subject_30_F_5_poses_120_jpos,screened,189,50.0,4,4,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
BMLmovi_Subject_31_F_MoSh_Subject_31_F_21_poses_120_jpos,screened,289,50.0,6,5,0.8333333333333334,0.8966666666666666,0.006920415224913495,0.006920415224913495,0.006920415224913495,0.8927335640138409,1,torque_limited,0.06
BMLmovi_Subject_31_F_MoSh_Subject_31_F_4_poses_120_jpos,screened,177,50.0,4,4,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
BMLmovi_Subject_31_F_MoSh_Subject_31_F_8_poses_120_jpos,screened,277,50.0,6,6,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
BMLmovi_Subject_32_F_MoSh_Subject_32_F_19_poses_120_jpos,screened,285,50.0,6,6,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
BMLmovi_Subject_32_F_MoSh_Subject_32_F_9_poses_120_jpos,screened,177,50.0,4,4,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
BMLmovi_Subject_34_F_MoSh_Subject_34_F_20_poses_120_jpos,screened,284,50.0,6,6,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
BMLmovi_Subject_36_F_MoSh_Subject_36_F_11_poses_120_jpos,screened,249,50.0,5,5,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
BMLmovi_Subject_36_F_MoSh_Subject_36_F_12_poses_120_jpos,screened,492,50.0,10,10,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
BMLmovi_Subject_36_F_MoSh_Subject_36_F_21_poses_120_jpos,screened,217,50.0,5,5,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
BMLmovi_Subject_39_F_MoSh_Subject_39_F_14_poses_120_jpos,screened,160,50.0,4,4,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
BMLmovi_Subject_39_F_MoSh_Subject_39_F_17_poses_120_jpos,screened,207,50.0,5,5,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
BMLmovi_Subject_39_F_MoSh_Subject_39_F_18_poses_120_jpos,screened,294,50.0,6,6,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
BMLmovi_Subject_39_F_MoSh_Subject_39_F_20_poses_120_jpos,screened,209,50.0,5,5,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
BMLmovi_Subject_39_F_MoSh_Subject_39_F_6_poses_120_jpos,screened,229,50.0,5,5,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
BMLmovi_Subject_3_F_MoSh_Subject_3_F_18_poses_120_jpos,screened,224,50.0,5,5,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
BMLmovi_Subject_3_F_MoSh_Subject_3_F_6_poses_120_jpos,screened,137,50.0,3,3,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
BMLmovi_Subject_3_F_MoSh_Subject_3_F_7_poses_120_jpos,screened,224,50.0,5,1,0.2,0.68,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.7589285714285714,4,torque_limited,0.06
BMLmovi_Subject_41_F_MoSh_Subject_41_F_16_poses_120_jpos,screened,185,50.0,4,2,0.5,0.7,0.15675675675675677,0.15675675675675677,0.15675675675675677,0.6756756756756757,3,torque_limited,0.06
BMLmovi_Subject_41_F_MoSh_Subject_41_F_17_poses_120_jpos,screened,129,50.0,3,0,0.0,0.0,0.3875968992248062,0.3875968992248062,0.3875968992248062,0.0,1,torque_limited,0.06
BMLmovi_Subject_41_F_MoSh_Subject_41_F_2_poses_120_jpos,screened,409,50.0,9,9,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
BMLmovi_Subject_41_F_MoSh_Subject_41_F_5_poses_120_jpos,screened,182,50.0,4,4,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
BMLmovi_Subject_48_F_MoSh_Subject_48_F_11_poses_120_jpos,screened,232,50.0,5,5,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
BMLmovi_Subject_48_F_MoSh_Subject_48_F_16_poses_120_jpos,screened,522,50.0,11,7,0.6363636363636364,0.8090909090909091,0.19923371647509577,0.19923371647509577,0.19923371647509577,0.7988505747126436,3,torque_limited,0.06
BMLmovi_Subject_48_F_MoSh_Subject_48_F_18_poses_120_jpos,screened,515,50.0,11,11,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
BMLmovi_Subject_51_F_MoSh_Subject_51_F_5_poses_120_jpos,screened,285,50.0,6,2,0.3333333333333333,0.5966666666666667,0.21052631578947367,0.21052631578947367,0.21052631578947367,0.5754385964912281,5,torque_limited,0.06
BMLmovi_Subject_51_F_MoSh_Subject_51_F_9_poses_120_jpos,screened,197,50.0,4,4,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
BMLmovi_Subject_53_F_MoSh_Subject_53_F_20_poses_120_jpos,screened,435,50.0,9,3,0.3333333333333333,0.5333333333333333,0.15632183908045977,0.15632183908045977,0.15632183908045977,0.5172413793103449,12,torque_limited,0.06
BMLmovi_Subject_53_F_MoSh_Subject_53_F_3_poses_120_jpos,screened,259,50.0,6,5,0.8333333333333334,0.9833333333333334,0.019305019305019305,0.019305019305019305,0.019305019305019305,0.9806949806949807,1,torque_limited,0.06
BMLmovi_Subject_55_F_MoSh_Subject_55_F_10_poses_120_jpos,screened,182,50.0,4,4,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
BMLmovi_Subject_55_F_MoSh_Subject_55_F_13_poses_120_jpos,screened,207,50.0,5,5,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
BMLmovi_Subject_55_F_MoSh_Subject_55_F_21_poses_120_jpos,screened,414,50.0,9,9,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
BMLmovi_Subject_55_F_MoSh_Subject_55_F_3_poses_120_jpos,screened,182,50.0,4,4,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
BMLmovi_Subject_57_F_MoSh_Subject_57_F_14_poses_120_jpos,screened,577,50.0,12,12,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
BMLmovi_Subject_57_F_MoSh_Subject_57_F_6_poses_120_jpos,screened,300,50.0,6,6,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
BMLmovi_Subject_58_F_MoSh_Subject_58_F_3_poses_120_jpos,screened,475,50.0,10,10,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
BMLmovi_Subject_5_F_MoSh_Subject_5_F_10_poses_120_jpos,screened,149,50.0,3,3,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
BMLmovi_Subject_5_F_MoSh_Subject_5_F_9_poses_120_jpos,screened,119,50.0,3,3,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
BMLmovi_Subject_62_F_MoSh_Subject_62_F_3_poses_120_jpos,screened,240,50.0,5,1,0.2,0.296,0.1,0.1,0.1,0.26666666666666666,5,torque_limited,0.06
BMLmovi_Subject_62_F_MoSh_Subject_62_F_7_poses_120_jpos,screened,197,50.0,4,4,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
BMLmovi_Subject_62_F_MoSh_Subject_62_F_8_poses_120_jpos,screened,197,50.0,4,4,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
BMLmovi_Subject_64_F_MoSh_Subject_64_F_13_poses_120_jpos,screened,194,50.0,4,4,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
BMLmovi_Subject_64_F_MoSh_Subject_64_F_14_poses_120_jpos,screened,197,50.0,4,4,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
BMLmovi_Subject_64_F_MoSh_Subject_64_F_19_poses_120_jpos,screened,200,50.0,4,4,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
BMLmovi_Subject_67_F_MoSh_Subject_67_F_17_poses_120_jpos,screened,215,50.0,5,5,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
BMLmovi_Subject_67_F_MoSh_Subject_67_F_21_poses_120_jpos,screened,562,50.0,12,12,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
BMLmovi_Subject_69_F_MoSh_Subject_69_F_18_poses_120_jpos,screened,405,50.0,9,9,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
BMLmovi_Subject_69_F_MoSh_Subject_69_F_1_poses_120_jpos,screened,722,50.0,15,14,0.9333333333333333,0.9826666666666667,0.018005540166204988,0.018005540166204988,0.018005540166204988,0.981994459833795,1,torque_limited,0.06
BMLmovi_Subject_6_F_MoSh_Subject_6_F_2_poses_120_jpos,screened,119,50.0,3,3,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
BMLmovi_Subject_70_F_MoSh_Subject_70_F_19_poses_120_jpos,screened,127,50.0,3,3,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
BMLmovi_Subject_71_F_MoSh_Subject_71_F_13_poses_120_jpos,screened,179,50.0,4,4,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
BMLmovi_Subject_72_F_MoSh_Subject_72_F_15_poses_120_jpos,screened,204,50.0,5,5,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
BMLmovi_Subject_72_F_MoSh_Subject_72_F_17_poses_120_jpos,screened,172,50.0,4,4,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
BMLmovi_Subject_72_F_MoSh_Subject_72_F_5_poses_120_jpos,screened,319,50.0,7,6,0.8571428571428571,0.9742857142857143,0.02821316614420063,0.02821316614420063,0.02821316614420063,0.9717868338557993,1,torque_limited,0.06
BMLmovi_Subject_72_F_MoSh_Subject_72_F_6_poses_120_jpos,screened,237,50.0,5,4,0.8,0.8719999999999999,0.1350210970464135,0.1350210970464135,0.1350210970464135,0.8649789029535865,1,torque_limited,0.06
BMLmovi_Subject_74_F_MoSh_Subject_74_F_11_poses_120_jpos,screened,229,50.0,5,5,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
BMLmovi_Subject_74_F_MoSh_Subject_74_F_20_poses_120_jpos,screened,412,50.0,9,6,0.6666666666666666,0.8133333333333332,0.07766990291262135,0.07766990291262135,0.07766990291262135,0.7961165048543689,6,torque_limited,0.06
BMLmovi_Subject_74_F_MoSh_Subject_74_F_5_poses_120_jpos,screened,299,50.0,6,1,0.16666666666666666,0.45,0.4180602006688963,0.4180602006688963,0.4180602006688963,0.44816053511705684,2,torque_limited,0.06
BMLmovi_Subject_76_F_MoSh_Subject_76_F_10_poses_120_jpos,screened,444,50.0,9,9,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
BMLmovi_Subject_79_F_MoSh_Subject_79_F_10_poses_120_jpos,screened,199,50.0,4,4,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
BMLmovi_Subject_79_F_MoSh_Subject_79_F_15_poses_120_jpos,screened,214,50.0,5,5,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
BMLmovi_Subject_81_F_MoSh_Subject_81_F_15_poses_120_jpos,screened,194,50.0,4,4,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
BMLmovi_Subject_83_F_MoSh_Subject_83_F_19_poses_120_jpos,screened,269,50.0,6,5,0.8333333333333334,0.9933333333333333,0.007434944237918215,0.007434944237918215,0.007434944237918215,0.9925650557620818,1,torque_limited,0.06
BMLmovi_Subject_83_F_MoSh_Subject_83_F_21_poses_120_jpos,screened,190,50.0,4,4,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
BMLmovi_Subject_85_F_MoSh_Subject_85_F_4_poses_120_jpos,screened,347,50.0,7,7,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
BMLmovi_Subject_85_F_MoSh_Subject_85_F_7_poses_120_jpos,screened,182,50.0,4,4,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
BMLmovi_Subject_88_F_MoSh_Subject_88_F_17_poses_120_jpos,screened,174,50.0,4,4,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
BMLmovi_Subject_8_F_MoSh_Subject_8_F_15_poses_120_jpos,screened,197,50.0,4,4,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_02_02_08_poses_120_jpos,screened,625,50.0,13,8,0.6153846153846154,0.8876923076923077,0.1168,0.1168,0.1168,0.8832,3,torque_limited,0.06
CMU_06_06_01_poses_120_jpos,screened,206,50.0,5,5,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_06_06_14_poses_120_jpos,screened,200,50.0,4,4,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_07_07_01_poses_120_jpos,screened,132,50.0,3,1,0.3333333333333333,0.5666666666666667,0.15151515151515152,0.15151515151515152,0.15151515151515152,0.6439393939393939,4,torque_limited,0.06
CMU_102_102_20_poses_120_jpos,screened,253,50.0,6,1,0.16666666666666666,0.29,0.30434782608695654,0.30434782608695654,0.30434782608695654,0.3438735177865613,8,torque_limited,0.06
CMU_105_105_06_poses_120_jpos,screened,57,50.0,2,2,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_105_105_11_poses_120_jpos,screened,776,50.0,16,15,0.9375,0.9975,0.002577319587628866,0.002577319587628866,0.002577319587628866,0.9974226804123711,1,torque_limited,0.06
CMU_105_105_21_poses_120_jpos,screened,1613,50.0,33,33,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_105_105_35_poses_120_jpos,screened,1272,50.0,26,26,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_106_106_11_poses_60_jpos,screened,571,50.0,12,11,0.9166666666666666,0.9816666666666668,0.01926444833625219,0.01926444833625219,0.01926444833625219,0.9807355516637478,1,torque_limited,0.06
CMU_107_107_01_poses_60_jpos,screened,442,50.0,9,9,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_108_108_11_poses_120_jpos,screened,102,50.0,3,0,0.0,0.5,0.09803921568627451,0.09803921568627451,0.09803921568627451,0.7352941176470589,4,torque_limited,0.06
CMU_108_108_13_poses_120_jpos,screened,65,50.0,2,0,0.0,0.8266666666666667,0.12307692307692308,0.12307692307692308,0.12307692307692308,0.8769230769230769,2,torque_limited,0.06
CMU_108_108_20_poses_120_jpos,screened,116,50.0,3,0,0.0,0.9041666666666667,0.05172413793103448,0.05172413793103448,0.05172413793103448,0.9310344827586207,3,torque_limited,0.06
CMU_111_111_37_poses_120_jpos,screened,135,50.0,3,3,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_114_114_01_poses_120_jpos,screened,134,50.0,3,3,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_114_114_04_poses_120_jpos,screened,373,50.0,8,6,0.75,0.78,0.2359249329758713,0.2359249329758713,0.2359249329758713,0.7640750670241286,1,torque_limited,0.06
CMU_114_114_06_poses_120_jpos,screened,426,50.0,9,5,0.5555555555555556,0.6066666666666667,0.4154929577464789,0.4154929577464789,0.4154929577464789,0.5845070422535211,1,torque_limited,0.06
CMU_114_114_09_poses_120_jpos,screened,949,50.0,19,9,0.47368421052631576,0.5810526315789474,0.41938883034773444,0.41938883034773444,0.41938883034773444,0.5806111696522656,2,torque_limited,0.06
CMU_114_114_13_poses_120_jpos,screened,1305,50.0,27,27,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_115_115_06_poses_60_jpos,screened,297,50.0,6,4,0.6666666666666666,0.7966666666666667,0.2053872053872054,0.2053872053872054,0.2053872053872054,0.7946127946127947,1,torque_limited,0.06
CMU_118_118_10_poses_120_jpos,screened,218,50.0,5,4,0.8,0.992,0.009174311926605505,0.009174311926605505,0.009174311926605505,0.9908256880733946,1,torque_limited,0.06
