clip,frames,fps,infeasible_frac,severe_frac,n_bins,n_elig_g0,elig_frac_g0,soft_frac_g0,n_elig_g1,elig_frac_g1,soft_frac_g1
BMLmovi_Subject_64_F_MoSh_Subject_64_F_9_poses_120_jpos,499,50.0,0.13026052104208416,0.13026052104208416,10,7,0.7,0.798,4,0.4,0.444
BMLmovi_Subject_6_F_MoSh_Subject_6_F_13_poses_120_jpos,149,50.0,0.006711409395973154,0.006711409395973154,3,2,0.666667,0.993333,0,0.0,0.0
BMLmovi_Subject_6_F_MoSh_Subject_6_F_19_poses_120_jpos,345,50.0,0.0,0.0,7,7,1.0,1.0,7,1.0,1.0
BMLmovi_Subject_76_F_MoSh_Subject_76_F_7_poses_120_jpos,204,50.0,0.0,0.0,5,5,1.0,1.0,5,1.0,1.0
BMLmovi_Subject_81_F_MoSh_Subject_81_F_20_poses_120_jpos,322,50.0,0.0,0.0,7,7,1.0,1.0,7,1.0,1.0
BMLmovi_Subject_8_F_MoSh_Subject_8_F_15_poses_120_jpos,197,50.0,0.0,0.0,4,4,1.0,1.0,4,1.0,1.0
BMLmovi_Subject_8_F_MoSh_Subject_8_F_8_poses_120_jpos,220,50.0,0.0,0.0,5,5,1.0,1.0,5,1.0,1.0
CMU_108_108_15_poses_120_jpos,148,50.0,0.07432432432432433,0.07432432432432433,3,1,0.333333,0.513333,0,0.0,0.0
CMU_108_108_24_poses_120_jpos,221,50.0,0.28054298642533937,0.28054298642533937,5,0,0.0,0.0,0,0.0,0.0
CMU_118_118_19_poses_120_jpos,255,50.0,0.03137254901960784,0.03137254901960784,6,4,0.666667,0.963333,1,0.166667,0.326667
CMU_127_127_10_poses_120_jpos,70,50.0,0.2571428571428571,0.2571428571428571,2,0,0.0,0.0,0,0.0,0.0
CMU_127_127_15_poses_120_jpos,68,50.0,0.38235294117647056,0.38235294117647056,2,0,0.0,0.0,0,0.0,0.0
CMU_127_127_16_poses_120_jpos,108,50.0,0.2222222222222222,0.2222222222222222,3,0,0.0,0.0,0,0.0,0.0
CMU_131_131_01_poses_120_jpos,414,50.0,0.2584541062801932,0.2584541062801932,9,3,0.333333,0.617778,1,0.111111,0.173333
CMU_135_135_02_poses_120_jpos,2168,50.0,0.2878228782287823,0.29289667896678967,44,11,0.25,0.518182,5,0.113636,0.123182
CMU_18_19_Justin_18_04_poses_120_jpos,169,50.0,0.24260355029585798,0.24260355029585798,4,0,0.0,0.0,0,0.0,0.0
CMU_18_19_Justin_18_11_poses_120_jpos,796,50.0,0.007537688442211055,0.007537688442211055,16,15,0.9375,0.98,13,0.8125,0.855
CMU_20_21_Justin1_20_09_poses_120_jpos,272,50.0,0.01838235294117647,0.01838235294117647,6,4,0.666667,0.916667,0,0.0,0.0
CMU_30_30_02_poses_120_jpos,993,50.0,0.005035246727089627,0.005035246727089627,20,19,0.95,0.995,17,0.85,0.895
CMU_35_35_03_poses_120_jpos,178,50.0,0.0,0.0,4,4,1.0,1.0,4,1.0,1.0
CMU_35_35_21_poses_120_jpos,67,50.0,0.14925373134328357,0.14925373134328357,2,0,0.0,0.0,0,0.0,0.0
CMU_35_35_25_poses_120_jpos,69,50.0,0.15942028985507245,0.15942028985507245,2,0,0.0,0.0,0,0.0,0.0
CMU_54_54_24_poses_120_jpos,1120,50.0,0.05803571428571429,0.05803571428571429,23,20,0.869565,0.922609,16,0.695652,0.748696
CMU_55_55_15_poses_120_jpos,4039,50.0,0.04134686803664273,0.04134686803664273,81,65,0.802469,0.904938,48,0.592593,0.662716
CMU_64_64_09_poses_120_jpos,188,50.0,0.06382978723404255,0.06382978723404255,4,2,0.5,0.605,1,0.25,0.355
CMU_74_74_10_poses_60_jpos,279,50.0,0.0,0.0,6,6,1.0,1.0,6,1.0,1.0
CMU_75_75_11_poses_60_jpos,146,50.0,0.0821917808219178,0.136986301369863,3,1,0.333333,0.373333,0,0.0,0.0
CMU_75_75_12_poses_60_jpos,385,50.0,0.05974025974025974,0.06493506493506493,8,4,0.5,0.595,2,0.25,0.3025
CMU_76_76_02_poses_120_jpos,485,50.0,0.0,0.0,10,10,1.0,1.0,10,1.0,1.0
CMU_78_78_35_poses_120_jpos,92,50.0,0.20652173913043478,0.20652173913043478,2,1,0.5,0.678571,0,0.0,0.0
CMU_79_79_55_poses_60_jpos,533,50.0,0.0,0.0,11,11,1.0,1.0,11,1.0,1.0
CMU_91_91_43_poses_120_jpos,95,50.0,0.010526315789473684,0.031578947368421054,2,0,0.0,0.0,0,0.0,0.0
DFaust_67_50007_50007_running_on_spot_poses_60_jpos,451,50.0,0.0,0.0,10,10,1.0,1.0,10,1.0,1.0
DFaust_67_50022_50022_shake_hips_poses_60_jpos,224,50.0,0.0,0.0,5,5,1.0,1.0,5,1.0,1.0
DFaust_67_50025_50025_light_hopping_loose_poses_60_jpos,183,50.0,0.0,0.0,4,4,1.0,1.0,4,1.0,1.0
DFaust_67_50025_50025_one_leg_jump_poses_60_jpos,272,50.0,0.0,0.0,6,6,1.0,1.0,6,1.0,1.0
DFaust_67_50027_50027_one_leg_jump_poses_60_jpos,215,50.0,0.004651162790697674,0.004651162790697674,5,4,0.8,0.996,2,0.4,0.42
DanceDB_20180501_CliodelaVara_CLIO_Rasopoulos_poses_120_jpos,8370,50.0,0.007526881720430108,0.007526881720430108,168,133,0.791667,0.950238,95,0.565476,0.667738
Eyes_Japan_Dataset_hamada_gesture_etc-02-set_2-hamada_poses_120_jpos,1489,50.0,0.0,0.0,30,30,1.0,1.0,30,1.0,1.0
Eyes_Japan_Dataset_hamada_gesture_etc-14-apologize-hamada_poses_120_jpos,1488,50.0,0.0006720430107526882,0.0006720430107526882,30,29,0.966667,0.999333,27,0.9,0.932667
Eyes_Japan_Dataset_hamada_jump-07-rope_double-hamada_poses_120_jpos,1500,50.0,0.18,0.18,30,17,0.566667,0.676667,11,0.366667,0.476667
Eyes_Japan_Dataset_hamada_jump-12-boxer_step-hamada_poses_120_jpos,1500,50.0,0.064,0.064,30,11,0.366667,0.663333,7,0.233333,0.294667
Eyes_Japan_Dataset_hamada_sitdown_standup-05-straight-hamada_poses_120_jpos,1500,50.0,0.11,0.11,30,22,0.733333,0.868667,15,0.5,0.592667
Eyes_Japan_Dataset_kaiwa_accident-05-damage_right_arm-kaiwa_poses_120_jpos,1500,50.0,0.0,0.0,30,30,1.0,1.0,30,1.0,1.0
Eyes_Japan_Dataset_kaiwa_gesture_etc-48-medium_drum-kaiwa_poses_120_jpos,1500,50.0,0.0,0.0,30,30,1.0,1.0,30,1.0,1.0
Eyes_Japan_Dataset_kaiwa_walk-29-look_down-kaiwa_poses_120_jpos,1480,50.0,0.006081081081081081,0.006081081081081081,30,29,0.966667,0.994,27,0.9,0.927333
Eyes_Japan_Dataset_kawaguchi_accident-02-dodge_fast-kawaguchi_poses_120_jpos,1286,50.0,0.028771384136858476,0.03188180404354588,26,18,0.692308,0.901538,11,0.423077,0.511538
Eyes_Japan_Dataset_kawaguchi_gesture_etc-39-giant_baba-kawaguchi_poses_120_jpos,1060,50.0,0.12830188679245283,0.12830188679245283,22,11,0.5,0.712727,6,0.272727,0.318182
Eyes_Japan_Dataset_kawaguchi_turn-05-turn-kawaguchi_poses_120_jpos,1225,50.0,0.23755102040816325,0.23755102040816325,25,6,0.24,0.3536,4,0.16,0.2184
Eyes_Japan_Dataset_kudo_greeting-09-certificate-kudo_poses_250_jpos,1650,50.0,0.0,0.0,33,33,1.0,1.0,33,1.0,1.0
Eyes_Japan_Dataset_kudo_jump-04-horizontal-kudo_poses_250_jpos,1650,50.0,0.13515151515151516,0.13515151515151516,33,12,0.363636,0.410303,10,0.30303,0.317576
Eyes_Japan_Dataset_takiguchi_accident-11-fall_down-takiguchi_poses_120_jpos,1526,50.0,0.24508519003931847,0.24508519003931847,31,18,0.580645,0.69871,10,0.322581,0.380645
Eyes_Japan_Dataset_takiguchi_walk-07-moonwalk-takiguchi_poses_250_jpos,1650,50.0,0.04303030303030303,0.04303030303030303,33,25,0.757576,0.850303,19,0.575758,0.668485
GRAB_s10_lightbulb_pass_1,288,50.0,0.0,0.0,6,6,1.0,1.0,6,1.0,1.0
GRAB_s2_stanfordbunny_pick_all,1261,50.0,0.0,0.0,26,26,1.0,1.0,26,1.0,1.0
GRAB_s3_mug_drink_2,343,50.0,0.0,0.0,7,7,1.0,1.0,7,1.0,1.0
GRAB_s3_mug_drink_3,381,50.0,0.0,0.0,8,8,1.0,1.0,8,1.0,1.0
GRAB_s4_banana_pass_1,375,50.0,0.0,0.0,8,8,1.0,1.0,8,1.0,1.0
GRAB_s5_cylinderlarge_inspect_1,458,50.0,0.0,0.0,10,10,1.0,1.0,10,1.0,1.0
GRAB_s6_alarmclock_see_1,313,50.0,0.0,0.0,7,7,1.0,1.0,7,1.0,1.0
GRAB_s6_hammer_use_2,422,50.0,0.0,0.0,9,9,1.0,1.0,9,1.0,1.0
GRAB_s8_fryingpan_cook_2,398,50.0,0.0,0.0,8,8,1.0,1.0,8,1.0,1.0
KIT_1226_Trial_45_poses_100_jpos,299,50.0,0.0,0.0,6,6,1.0,1.0,6,1.0,1.0
KIT_167_turn_right05_poses_100_jpos,314,50.0,0.0,0.0,7,7,1.0,1.0,7,1.0,1.0
KIT_1747_displace_tilt_side_13_poses_100_jpos,465,50.0,0.0,0.0,10,10,1.0,1.0,10,1.0,1.0
KIT_359_walking_medium03_poses_100_jpos,263,50.0,0.026615969581749048,0.026615969581749048,6,5,0.833333,0.976667,3,0.5,0.643333
KIT_3_golf_drive02_poses_100_jpos,276,50.0,0.014492753623188406,0.025362318840579712,6,5,0.833333,0.976667,3,0.5,0.543333
KIT_3_stomp_right02_poses_100_jpos,258,50.0,0.0,0.0,6,6,1.0,1.0,6,1.0,1.0
KIT_3_walk_with_support04_poses_100_jpos,337,50.0,0.0,0.0,7,7,1.0,1.0,7,1.0,1.0
KIT_3_wave_left05_poses_100_jpos,193,50.0,0.0,0.0,4,4,1.0,1.0,4,1.0,1.0
KIT_551_mixing_bowl_big03_poses_100_jpos,345,50.0,0.0,0.0,7,7,1.0,1.0,7,1.0,1.0
KIT_572_violin_left08_poses_100_jpos,376,50.0,0.0,0.0,8,8,1.0,1.0,8,1.0,1.0
KIT_572_wave_left10_poses_100_jpos,286,50.0,0.0,0.0,6,6,1.0,1.0,6,1.0,1.0
KIT_674_dry_front02_poses_100_jpos,656,50.0,0.0,0.0,14,14,1.0,1.0,14,1.0,1.0
KIT_883_wipe_leg_bigcircle01_poses_100_jpos,426,50.0,0.0,0.0,9,9,1.0,1.0,9,1.0,1.0
KIT_950_Wipe_Head_Horizontal_01_poses_100_jpos,524,50.0,0.0,0.0,11,11,1.0,1.0,11,1.0,1.0
KIT_9_LeftTurn06_poses_100_jpos,241,50.0,0.0,0.0,5,5,1.0,1.0,5,1.0,1.0
Transitions_mocap_mazen_c3d_twistdance_walk_poses_120_jpos,410,50.0,0.1024390243902439,0.1024390243902439,9,5,0.555556,0.715556,3,0.333333,0.377778
