source,clip,frame,time_s,lowest_geom_clearance_m,geometry_airborne
CNRS,CNRS_283_03_L_2,118,2.36,0.021820782337680866,0
CNRS,CNRS_283_03_L_2,119,2.38,0.02220744703002729,0
CNRS,CNRS_283_03_L_2,120,2.4,0.023072899229188454,0
CNRS,CNRS_283_03_L_2,121,2.42,0.023537191036009167,0
CNRS,CNRS_283_03_L_2,122,2.44,0.023995057015183736,0
CNRS,CNRS_283_03_L_2,123,2.46,0.024384072677268942,0
CNRS,CNRS_283_03_L_2,124,2.48,0.02502709188015243,0
CNRS,CNRS_283_03_L_2,125,2.5,0.025446180389658395,0
CNRS,CNRS_283_03_L_2,126,2.52,0.026615472434748925,0
CNRS,CNRS_283_03_L_2,127,2.54,0.027257262503576143,0
CNRS,CNRS_283_03_L_2,128,2.56,0.028020892369119893,0
CNRS,CNRS_283_03_L_2,129,2.58,0.029344622558647525,0
CNRS,CNRS_283_03_L_2,130,2.6,0.030738338520729776,0
CNRS,CNRS_283_03_L_2,131,2.62,0.03162068490471707,0
CNRS,CNRS_283_03_L_2,132,2.64,0.03209042374469026,0
CNRS,CNRS_283_03_L_2,133,2.66,0.032595014437473,0
CNRS,CNRS_283_03_L_2,134,2.68,0.03223281351952908,0
CNRS,CNRS_283_03_L_2,135,2.7,0.03228371752415341,0
CNRS,CNRS_283_03_L_2,136,2.72,0.032546192456265145,0
CNRS,CNRS_283_03_L_2,137,2.74,0.032782891902938295,0
CNRS,CNRS_283_03_L_2,138,2.76,0.033102940289538224,0
CNRS,CNRS_283_03_L_2,139,2.78,0.033544969723456546,0
CNRS,CNRS_283_03_L_2,140,2.8,0.03445201762291817,0
CNRS,CNRS_283_03_L_2,141,2.82,0.035739583838166535,0
CNRS,CNRS_283_03_L_2,142,2.84,0.03728526269707765,0
CNRS,CNRS_283_03_L_2,143,2.86,0.03918265560247694,0
CNRS,CNRS_283_03_L_2,144,2.88,0.04151881612576757,0
CNRS,CNRS_283_03_L_2,145,2.9,0.04567656950149569,0
CNRS,CNRS_283_03_L_2,146,2.92,0.050635040297833375,0
CNRS,CNRS_283_03_L_2,147,2.94,0.05767674599548899,0
CNRS,CNRS_283_03_L_2,148,2.96,0.0585416144714594,0
CNRS,CNRS_283_03_L_2,149,2.98,0.05862897221955867,0
CNRS,CNRS_283_03_L_2,150,3.0,0.05878115243093033,0
CNRS,CNRS_283_03_L_2,151,3.02,0.058134162208449185,0
CNRS,CNRS_283_03_L_2,152,3.04,0.05752404219521862,0
CNRS,CNRS_283_03_L_2,153,3.06,0.05634027274498251,0
CNRS,CNRS_283_03_L_2,154,3.08,0.05555611333127961,0
CNRS,CNRS_283_03_L_2,155,3.1,0.05515943431541646,0
CNRS,CNRS_283_03_L_2,156,3.12,0.0549794624115404,0
CNRS,CNRS_283_03_L_2,157,3.14,0.05444248238820416,0
CNRS,CNRS_283_03_L_2,158,3.16,0.05436308597226842,0
CNRS,CNRS_283_03_L_2,159,3.18,0.05417159581635262,0
CNRS,CNRS_283_03_L_2,160,3.2,0.054477620497060224,0
CNRS,CNRS_283_03_L_2,161,3.22,0.0548599963736972,0
CNRS,CNRS_283_03_L_2,162,3.24,0.05552390375275242,0
CNRS,CNRS_283_03_L_2,163,3.26,0.05663491864241486,0
CNRS,CNRS_283_03_L_2,164,3.28,0.058004392343600615,0
CNRS,CNRS_283_03_L_2,165,3.3,0.059522807778858704,0
CNRS,CNRS_283_03_L_2,166,3.32,0.05765380168420115,0
CNRS,CNRS_283_03_L_2,167,3.34,0.054353833453684115,0
CNRS,CNRS_283_03_L_2,168,3.36,0.05160130324246027,0
CNRS,CNRS_283_03_L_2,169,3.38,0.04888322993199896,0
CNRS,CNRS_283_03_L_2,170,3.4,0.04607747379562185,0
CNRS,CNRS_283_03_L_2,171,3.42,0.044631621092690824,0
CNRS,CNRS_283_03_L_2,172,3.44,0.04828271113942444,0
CNRS,CNRS_283_03_L_2,173,3.46,0.05150374584031755,0
CNRS,CNRS_283_03_L_2,174,3.48,0.05107301918042166,0
CNRS,CNRS_283_03_L_2,175,3.5,0.05543607677617685,0
CNRS,CNRS_283_03_L_2,176,3.52,0.05710828990972267,0
CNRS,CNRS_283_03_L_2,177,3.54,0.05638626464919958,0
CNRS,CNRS_283_03_L_2,178,3.56,0.0551713697088605,0
CNRS,CNRS_283_03_L_2,179,3.58,0.05389439010495905,0
CNRS,CNRS_283_03_L_2,180,3.6,0.05281357732968684,0
CNRS,CNRS_283_03_L_2,181,3.62,0.0512861727197973,0
CNRS,CNRS_283_03_L_2,182,3.64,0.0495601492012382,0
CNRS,CNRS_283_03_L_2,183,3.66,0.04804130197379193,0
CNRS,CNRS_283_03_L_2,184,3.68,0.04646483767352017,0
CNRS,CNRS_283_03_L_2,185,3.7,0.04482429862646862,0
CNRS,CNRS_283_03_L_2,186,3.72,0.04318121080085407,0
CNRS,CNRS_283_03_L_2,187,3.74,0.04144272000574801,0
CNRS,CNRS_283_03_L_2,188,3.76,0.04063909664005161,0
CNRS,CNRS_283_03_L_2,189,3.78,0.04043435665614673,0
CNRS,CNRS_283_03_L_2,190,3.8,0.0399097190593077,0
CNRS,CNRS_283_03_L_2,191,3.82,0.03937527390263359,0
CNRS,CNRS_283_03_L_2,192,3.84,0.03956570374250917,0
CNRS,CNRS_283_03_L_2,193,3.86,0.040051120323154187,0
CNRS,CNRS_283_03_L_2,194,3.88,0.04058215119968949,0
CNRS,CNRS_283_03_L_2,195,3.9,0.04140895694628103,0
CNRS,CNRS_283_03_L_2,196,3.92,0.04113944798027938,0
CNRS,CNRS_283_03_L_2,197,3.94,0.041250477974280865,0
CNRS,CNRS_283_03_L_2,198,3.96,0.041122053895921606,0
CNRS,CNRS_283_03_L_2,199,3.98,0.04443359404673202,0
CNRS,CNRS_283_03_L_2,200,4.0,0.05470810868954513,0
CNRS,CNRS_283_03_L_2,201,4.02,0.06958916087130732,1
CNRS,CNRS_283_03_L_2,202,4.04,0.08764829843505421,1
CNRS,CNRS_283_03_L_2,203,4.06,0.09044525314528348,1
CNRS,CNRS_283_03_L_2,204,4.08,0.08908517676155656,1
CNRS,CNRS_283_03_L_2,205,4.1,0.08812583863804213,1
CNRS,CNRS_283_03_L_2,206,4.12,0.08708653464087861,1
CNRS,CNRS_283_03_L_2,207,4.14,0.0861629802724125,1
CNRS,CNRS_283_03_L_2,208,4.16,0.08511340451919987,1
CNRS,CNRS_283_03_L_2,209,4.18,0.0834266130319835,1
CNRS,CNRS_283_03_L_2,210,4.2,0.08126419594690572,1
CNRS,CNRS_283_03_L_2,211,4.22,0.07864806903685236,1
CNRS,CNRS_283_03_L_2,212,4.24,0.07611569592108423,1
CNRS,CNRS_283_03_L_2,213,4.26,0.07344489777138116,1
CNRS,CNRS_283_03_L_2,214,4.28,0.07210312633936043,1
CNRS,CNRS_283_03_L_2,215,4.3,0.07156898289754278,1
CNRS,CNRS_283_03_L_2,216,4.32,0.07223030635309141,1
CNRS,CNRS_283_03_L_2,217,4.34,0.07478192340920603,1
CNRS,CNRS_283_03_L_2,218,4.36,0.07717316679969818,1
CNRS,CNRS_283_03_L_2,219,4.38,0.0732519969085992,1
CNRS,CNRS_283_03_L_2,220,4.4,0.06900347337588038,1
CNRS,CNRS_283_03_L_2,221,4.42,0.06734253018792159,1
CNRS,CNRS_283_03_L_2,222,4.44,0.07086841486032147,1
CNRS,CNRS_283_03_L_2,223,4.46,0.0772354434404995,1
CNRS,CNRS_283_03_L_2,224,4.48,0.08120643634846711,1
CNRS,CNRS_283_03_L_2,225,4.5,0.08356857346873969,1
CNRS,CNRS_283_03_L_2,226,4.52,0.08350909663253082,1
CNRS,CNRS_283_03_L_2,227,4.54,0.08205501680917082,1
CNRS,CNRS_283_03_L_2,228,4.56,0.08024096741746647,1
CNRS,CNRS_283_03_L_2,229,4.58,0.07824913608750918,1
CNRS,CNRS_283_03_L_2,230,4.6,0.07635802013818968,1
CNRS,CNRS_283_03_L_2,231,4.62,0.07409219162796207,1
CNRS,CNRS_283_03_L_2,232,4.64,0.07126743147336617,1
CNRS,CNRS_283_03_L_2,233,4.66,0.06861747339296856,1
CNRS,CNRS_283_03_L_2,234,4.68,0.06561544226214357,1
CNRS,CNRS_283_03_L_2,235,4.7,0.0627725506603146,1
CNRS,CNRS_283_03_L_2,236,4.72,0.05982393691641832,0
CNRS,CNRS_283_03_L_2,237,4.74,0.058147592946898884,0
CNRS,CNRS_283_03_L_2,238,4.76,0.05781475081092425,0
CNRS,CNRS_283_03_L_2,239,4.78,0.05857157266070916,0
CNRS,CNRS_283_03_L_2,240,4.8,0.06055586273441111,1
CNRS,CNRS_283_03_L_2,241,4.82,0.06195707814359538,1
CNRS,CNRS_283_03_L_2,242,4.84,0.06361443055346827,1
CNRS,CNRS_283_03_L_2,243,4.86,0.06432159259605293,1
CNRS,CNRS_283_03_L_2,244,4.88,0.06451541900173136,1
CNRS,CNRS_283_03_L_2,245,4.9,0.06472326260904776,1
CNRS,CNRS_283_03_L_2,246,4.92,0.06480346179803846,1
CNRS,CNRS_283_03_L_2,247,4.94,0.06719418661123737,1
CNRS,CNRS_283_03_L_2,248,4.96,0.07542900696182954,1
CNRS,CNRS_283_03_L_2,249,4.98,0.08969497195735472,1
CNRS,CNRS_283_03_L_2,250,5.0,0.10672032149721529,1
CNRS,CNRS_283_03_L_2,251,5.02,0.11035056079680684,1
CNRS,CNRS_283_03_L_2,252,5.04,0.10846373472371555,1
CNRS,CNRS_283_03_L_2,253,5.06,0.10761085619649255,1
CNRS,CNRS_283_03_L_2,254,5.08,0.10722881268170925,1
CNRS,CNRS_283_03_L_2,255,5.1,0.10713721787731242,1
CNRS,CNRS_283_03_L_2,256,5.12,0.10674759017698462,1
CNRS,CNRS_283_03_L_2,257,5.14,0.10575049069557771,1
CNRS,CNRS_283_03_L_2,258,5.16,0.1039038827094632,1
CNRS,CNRS_283_03_L_2,259,5.18,0.10180550260748462,1
CNRS,CNRS_283_03_L_2,260,5.2,0.0999328754468682,1
CNRS,CNRS_283_03_L_2,261,5.22,0.09852319737077107,1
CNRS,CNRS_283_03_L_2,262,5.24,0.09691139985362962,1
CNRS,CNRS_283_03_L_2,263,5.26,0.09588424538892115,1
CNRS,CNRS_283_03_L_2,264,5.28,0.09657775502601683,1
CNRS,CNRS_283_03_L_2,265,5.3,0.0982579571861159,1
CNRS,CNRS_283_03_L_2,266,5.32,0.09631494460777788,1
CNRS,CNRS_283_03_L_2,267,5.34,0.09201949384201172,1
CNRS,CNRS_283_03_L_2,268,5.36,0.08825952558542487,1
CNRS,CNRS_283_03_L_2,269,5.38,0.09059416792039458,1
CNRS,CNRS_283_03_L_2,270,5.4,0.09725941982305998,1
CNRS,CNRS_283_03_L_2,271,5.42,0.10373166622478293,1
CNRS,CNRS_283_03_L_2,272,5.44,0.10655572557207645,1
CNRS,CNRS_283_03_L_2,273,5.46,0.10764869271713005,1
CNRS,CNRS_283_03_L_2,274,5.48,0.10699613550588095,1
CNRS,CNRS_283_03_L_2,275,5.5,0.10570059728213965,1
CNRS,CNRS_283_03_L_2,276,5.52,0.10445202936872763,1
CNRS,CNRS_283_03_L_2,277,5.54,0.10284594481824666,1
CNRS,CNRS_283_03_L_2,278,5.56,0.10175221827700182,1
CNRS,CNRS_283_03_L_2,279,5.58,0.10056614895709426,1
CNRS,CNRS_283_03_L_2,280,5.6,0.09891546957930127,1
CNRS,CNRS_283_03_L_2,281,5.62,0.09660444352037133,1
CNRS,CNRS_283_03_L_2,282,5.64,0.094534821110238,1
CNRS,CNRS_283_03_L_2,283,5.66,0.09162265165411568,1
CNRS,CNRS_283_03_L_2,284,5.68,0.08908551703929493,1
CNRS,CNRS_283_03_L_2,285,5.7,0.0879933370768535,1
CNRS,CNRS_283_03_L_2,286,5.72,0.08764319957283082,1
CNRS,CNRS_283_03_L_2,287,5.74,0.08835307429321894,1
CNRS,CNRS_283_03_L_2,288,5.76,0.08895252696928851,1
CNRS,CNRS_283_03_L_2,289,5.78,0.09001504199359942,1
CNRS,CNRS_283_03_L_2,290,5.8,0.09120562200578729,1
CNRS,CNRS_283_03_L_2,291,5.82,0.09181751250385008,1
CNRS,CNRS_283_03_L_2,292,5.84,0.09249165014145852,1
CNRS,CNRS_283_03_L_2,293,5.86,0.09311972147469066,1
CNRS,CNRS_283_03_L_2,294,5.88,0.0931022759674988,1
CNRS,CNRS_283_03_L_2,295,5.9,0.09631330646897539,1
CNRS,CNRS_283_03_L_2,296,5.92,0.10514661828156117,1
CNRS,CNRS_283_03_L_2,297,5.94,0.12016872725124429,1
CNRS,CNRS_283_03_L_2,298,5.96,0.13218764826022303,1
CNRS,CNRS_283_03_L_2,299,5.98,0.12993740516153035,1
CNRS,CNRS_283_03_L_2,300,6.0,0.12875934261690417,1
CNRS,CNRS_283_03_L_2,301,6.02,0.12781555676355744,1
CNRS,CNRS_283_03_L_2,302,6.04,0.1274776881544647,1
CNRS,CNRS_283_03_L_2,303,6.06,0.12690881581854593,1
CNRS,CNRS_283_03_L_2,304,6.08,0.12680283245966872,1
CNRS,CNRS_283_03_L_2,305,6.1,0.12612340319891235,1
CNRS,CNRS_283_03_L_2,306,6.12,0.12447328143864982,1
CNRS,CNRS_283_-01_L_2,0,0.0,0.03041416470683888,0
CNRS,CNRS_283_-01_L_2,1,0.02,0.02856245655160803,0
CNRS,CNRS_283_-01_L_2,2,0.04,0.028130518010600493,0
CNRS,CNRS_283_-01_L_2,3,0.06,0.025645527154470903,0
CNRS,CNRS_283_-01_L_2,4,0.08,0.02195777328294169,0
CNRS,CNRS_283_-01_L_2,5,0.1,0.019406894410005156,0
CNRS,CNRS_283_-01_L_2,6,0.12,0.016887931502088574,0
CNRS,CNRS_283_-01_L_2,7,0.14,0.016085319144132533,0
CNRS,CNRS_283_-01_L_2,8,0.16,0.012395676415085414,0
CNRS,CNRS_283_-01_L_2,9,0.18,0.016404029466927247,0
CNRS,CNRS_283_-01_L_2,10,0.2,0.019907361607749238,0
CNRS,CNRS_283_-01_L_2,11,0.22,0.013074871271643447,0
CNRS,CNRS_283_-01_L_2,12,0.24,0.009823429872268927,0
CNRS,CNRS_283_-01_L_2,13,0.26,0.013798327770945874,0
CNRS,CNRS_283_-01_L_2,14,0.28,0.018972901538820523,0
CNRS,CNRS_283_-01_L_2,15,0.3,0.02244454425982794,0
CNRS,CNRS_283_-01_L_2,16,0.32,0.023938780784083416,0
CNRS,CNRS_283_-01_L_2,17,0.34,0.024171499550805768,0
CNRS,CNRS_283_-01_L_2,18,0.36,0.022046309920476126,0
CNRS,CNRS_283_-01_L_2,19,0.38,0.02087310495961931,0
CNRS,CNRS_283_-01_L_2,20,0.4,0.019603355867102983,0
CNRS,CNRS_283_-01_L_2,21,0.42,0.016058392542161924,0
CNRS,CNRS_283_-01_L_2,22,0.44,0.01338634705487274,0
CNRS,CNRS_283_-01_L_2,23,0.46,0.011022980250188922,0
CNRS,CNRS_283_-01_L_2,24,0.48,0.008538369120442217,0
CNRS,CNRS_283_-01_L_2,25,0.5,0.006006108279470486,0
CNRS,CNRS_283_-01_L_2,26,0.52,0.0034546470121267665,0
CNRS,CNRS_283_-01_L_2,27,0.54,0.00046470665606968345,0
CNRS,CNRS_283_-01_L_2,28,0.56,-0.0009326222595611774,0
CNRS,CNRS_283_-01_L_2,29,0.58,-0.0006755113853978232,0
CNRS,CNRS_283_-01_L_2,30,0.6,-4.341705863145778e-05,0
CNRS,CNRS_283_-01_L_2,31,0.62,5.757512756063461e-05,0
CNRS,CNRS_283_-01_L_2,32,0.64,0.00028824864784720954,0
CNRS,CNRS_283_-01_L_2,33,0.66,0.001147481121936418,0
CNRS,CNRS_283_-01_L_2,34,0.68,0.0010910287325480977,0
CNRS,CNRS_283_-01_L_2,35,0.7,0.0020088228678825596,0
CNRS,CNRS_283_-01_L_2,36,0.72,0.0026849476231225484,0
CNRS,CNRS_283_-01_L_2,37,0.74,0.00786798138948266,0
CNRS,CNRS_283_-01_L_2,38,0.76,0.019842845032490473,0
CNRS,CNRS_283_-01_L_2,39,0.78,0.036307829106471005,0
CNRS,CNRS_283_-01_L_2,40,0.8,0.04812577750416478,0
CNRS,CNRS_283_-01_L_2,41,0.82,0.04603106114765287,0
CNRS,CNRS_283_-01_L_2,42,0.84,0.044816414500173304,0
CNRS,CNRS_283_-01_L_2,43,0.86,0.04372227622027514,0
CNRS,CNRS_283_-01_L_2,44,0.88,0.042493853433163475,0
CNRS,CNRS_283_-01_L_2,45,0.9,0.04071413933843699,0
CNRS,CNRS_283_-01_L_2,46,0.92,0.03938746420661562,0
CNRS,CNRS_283_-01_L_2,47,0.94,0.03640225849997914,0
CNRS,CNRS_283_-01_L_2,48,0.96,0.034159512497000576,0
CNRS,CNRS_283_-01_L_2,49,0.98,0.03227471942381956,0
CNRS,CNRS_283_-01_L_2,50,1.0,0.031081632612051956,0
CNRS,CNRS_283_-01_L_2,51,1.02,0.030372746095320757,0
CNRS,CNRS_283_-01_L_2,52,1.04,0.030809016298981105,0
CNRS,CNRS_283_-01_L_2,53,1.06,0.03249074085261608,0
CNRS,CNRS_283_-01_L_2,54,1.08,0.03640092999187068,0
CNRS,CNRS_283_-01_L_2,55,1.1,0.03574602850452821,0
CNRS,CNRS_283_-01_L_2,56,1.12,0.029824138085546494,0
CNRS,CNRS_283_-01_L_2,57,1.14,0.02650636522778073,0
CNRS,CNRS_283_-01_L_2,58,1.16,0.031007211925663324,0
CNRS,CNRS_283_-01_L_2,59,1.18,0.038267479825667784,0
CNRS,CNRS_283_-01_L_2,60,1.2,0.04226464637547391,0
CNRS,CNRS_283_-01_L_2,61,1.22,0.0435015788448694,0
CNRS,CNRS_283_-01_L_2,62,1.24,0.043385469718544976,0
CNRS,CNRS_283_-01_L_2,63,1.26,0.041737021001267464,0
CNRS,CNRS_283_-01_L_2,64,1.28,0.03969829671620383,0
CNRS,CNRS_283_-01_L_2,65,1.3,0.03693474452937841,0
CNRS,CNRS_283_-01_L_2,66,1.32,0.034216818496638705,0
CNRS,CNRS_283_-01_L_2,67,1.34,0.033119256321135486,0
CNRS,CNRS_283_-01_L_2,68,1.36,0.030296170755304296,0
CNRS,CNRS_283_-01_L_2,69,1.38,0.026747310245663236,0
CNRS,CNRS_283_-01_L_2,70,1.4,0.023895842186332783,0
CNRS,CNRS_283_-01_L_2,71,1.42,0.020436096250676758,0
CNRS,CNRS_283_-01_L_2,72,1.44,0.01782603645841587,0
CNRS,CNRS_283_-01_L_2,73,1.46,0.01742762482014832,0
CNRS,CNRS_283_-01_L_2,74,1.48,0.018701381967447563,0
CNRS,CNRS_283_-01_L_2,75,1.5,0.020062023383803224,0
CNRS,CNRS_283_-01_L_2,76,1.52,0.02048989944406099,0
CNRS,CNRS_283_-01_L_2,77,1.54,0.020407544745931705,0
CNRS,CNRS_283_-01_L_2,78,1.56,0.016401499305925993,0
CNRS,CNRS_283_-01_L_2,79,1.58,0.02010316209219444,0
CNRS,CNRS_283_-01_L_2,80,1.6,0.017229099258793387,0
CNRS,CNRS_283_-01_L_2,81,1.62,0.018553786711917715,0
CNRS,CNRS_283_-01_L_2,82,1.64,0.02741816484009966,0
CNRS,CNRS_283_-01_L_2,83,1.66,0.04199892543972015,0
CNRS,CNRS_283_-01_L_2,84,1.68,0.06351781794292825,1
CNRS,CNRS_283_-01_L_2,85,1.7,0.0696441999667046,1
CNRS,CNRS_283_-01_L_2,86,1.72,0.06739341093698385,1
