clip,frames,fps,gap,airborne_frac,infeasible_frac,unsupported_impulse_Ns,unsupported_impulse_per_weight_s,torque_infeasible_frac,max_tau_ratio_p95,sim_infeasible_frac
ACCAD_Male2Running_c3d_C5_-_walk_to_run_poses_120_jpos,178,50.0,0.06,0.2808988764044944,0.15168539325842698,352.88,1.0788909898835601,0.0,1.0530000000000002,0.15168539325842698
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_a_poses_120_jpos,275,50.0,0.06,0.08727272727272728,0.06909090909090909,207.048,0.6330260192513357,0.0,0.8430000000000001,0.06909090909090909
ACCAD_Male2Walking_c3d_B17_-__Walk_to_hop_to_walk_poses_120_jpos,275,50.0,0.06,0.08727272727272728,0.06909090909090909,206.94000000000003,0.6326958213741326,0.0,0.8430000000000001,0.06909090909090909
ACCAD_Male2Walking_c3d_B20_-__Walk_with_box_poses_120_jpos,322,50.0,0.06,0.17701863354037267,0.19254658385093168,511.94599999999997,1.56521743002417,0.0,0.84,0.19254658385093168
ACCAD_Male2Walking_c3d_B27_-__skip_to_walk_a_poses_120_jpos,228,50.0,0.06,0.11842105263157894,0.05263157894736842,203.05,0.6208025830193178,0.0,1.0364999999999998,0.06140350877192982
ACCAD_MartialArtsWalksTurns_c3d_E16_-_block_right_middle_poses_120_jpos,125,50.0,0.06,0.0,0.0,8.502,0.025993910666487267,0.0,0.44,0.0
ACCAD_MartialArtsWalksTurns_c3d_E17_-_block_middle_high_poses_120_jpos,127,50.0,0.06,0.0,0.0,9.546,0.029185823479450423,0.0,0.42399999999999977,0.0
ACCAD_MartialArtsWalksTurns_c3d_E1_-_Turn_around_right_poses_120_jpos,718,50.0,0.06,0.0,0.0,26.639999999999997,0.08144880971009419,0.0,0.43,0.0
ACCAD_MartialArtsWalksTurns_c3d_E2_-_Turn_around_left_poses_120_jpos,654,50.0,0.06,0.0,0.0,7.514000000000001,0.022973211567629423,0.0,0.39,0.0
ACCAD_MartialArtsWalksTurns_c3d_E3_-_advance_poses_120_jpos,318,50.0,0.06,0.0031446540880503146,0.0031446540880503146,113.28199999999998,0.34634699930851687,0.0,0.48,0.0031446540880503146
ACCAD_MartialArtsWalksTurns_c3d_E7_-_super_fast_advance_poses_120_jpos,212,50.0,0.06,0.27358490566037735,0.2688679245283019,448.96399999999994,1.3726570346352374,0.0,0.57,0.2688679245283019
ACCAD_s007_QkWalk1_poses_120_jpos,128,50.0,0.06,0.0,0.046875,175.90200000000002,0.5378006203312684,0.0,0.9829999999999998,0.046875
ACCAD_s011_walkdog_poses_120_jpos,815,50.0,0.06,0.05766871165644172,0.06257668711656442,723.99,2.2135181584839003,0.0,0.78,0.06257668711656442
BMLhandball_S02_Novice_Trial_upper_left_012_poses_120_jpos,338,50.0,0.06,0.0,0.0,83.424,0.25505951581287156,0.0,0.56,0.0
BMLhandball_S05_Novice_Trial_upper_left_061_poses_120_jpos,265,50.0,0.06,0.0,0.0,50.641999999999996,0.15483223053072787,0.0,0.54,0.0
BMLhandball_S05_Novice_Trial_upper_left_right_007_poses_120_jpos,347,50.0,0.06,0.06051873198847262,0.069164265129683,467.024,1.4278734574341978,0.0,0.78,0.069164265129683
BMLhandball_S05_Novice_Trial_upper_left_right_013_poses_120_jpos,345,50.0,0.06,0.0,0.008695652173913044,201.316,0.6155010726575572,0.0,0.7780000000000001,0.008695652173913044
BMLhandball_S06_Novice_Trial_upper_left_right_123_poses_120_jpos,543,50.0,0.06,0.05156537753222836,0.06445672191528545,394.06600000000003,1.2048125618325067,0.0,0.6389999999999998,0.06445672191528545
BMLhandball_S06_Novice_Trial_upper_right_217_poses_120_jpos,411,50.0,0.06,0.0,0.0267639902676399,231.808,0.7087269399878948,0.0,0.74,0.0267639902676399
BMLhandball_S07_Expert_Trial_upper_left_082_poses_120_jpos,441,50.0,0.06,0.011337868480725623,0.022675736961451247,223.794,0.6842250345443252,0.0,0.57,0.022675736961451247
BMLhandball_S07_Expert_Trial_upper_left_right_037_poses_120_jpos,666,50.0,0.06,0.0,0.012012012012012012,429.638,1.3135699589423968,0.0,0.71,0.012012012012012012
BMLhandball_S07_Expert_Trial_upper_right_180_poses_120_jpos,437,50.0,0.06,0.11212814645308924,0.12128146453089245,475.002,1.4522652969187,0.0,0.6719999999999999,0.12128146453089245
BMLhandball_S07_Expert_Trial_upper_right_210_poses_120_jpos,582,50.0,0.06,0.19072164948453607,0.19072164948453607,984.7660000000001,3.010811506868267,0.0,0.66,0.19072164948453607
BMLhandball_S08_Novice_Trial_upper_left_056_poses_120_jpos,668,50.0,0.06,0.0,0.0,62.019999999999996,0.18961918837162323,0.0,0.5464999999999998,0.0
BMLhandball_S08_Novice_Trial_upper_left_082_poses_120_jpos,648,50.0,0.06,0.013888888888888888,0.015432098765432098,260.224,0.7956056703453286,0.0,0.6,0.015432098765432098
BMLhandball_S08_Novice_Trial_upper_right_086_poses_120_jpos,679,50.0,0.06,0.005891016200294551,0.013254786450662739,116.36200000000001,0.35576375358430856,0.0,0.53,0.013254786450662739
BMLhandball_S08_Novice_Trial_upper_right_left_090_poses_120_jpos,664,50.0,0.06,0.03162650602409638,0.05120481927710843,320.364,0.9794769697434166,0.0,0.65,0.05120481927710843
BMLhandball_S09_Novice_Trial_upper_left_188_poses_120_jpos,440,50.0,0.06,0.0,0.011363636363636364,137.74,0.42112458894400806,0.0,0.53,0.011363636363636364
BMLhandball_S09_Novice_Trial_upper_left_209_poses_120_jpos,415,50.0,0.06,0.0,0.012048192771084338,133.018,0.4066876039796287,0.0,0.65,0.012048192771084338
BMLhandball_S09_Novice_Trial_upper_left_219_poses_120_jpos,420,50.0,0.06,0.0,0.01904761904761905,122.49200000000002,0.3745055405033355,0.0,0.57,0.01904761904761905
BMLhandball_S09_Novice_Trial_upper_left_right_087_poses_120_jpos,523,50.0,0.06,0.05162523900573614,0.08221797323135756,853.278,2.608801706149015,0.0,0.5989999999999998,0.08221797323135756
BMLhandball_S09_Novice_Trial_upper_right_left_118_poses_120_jpos,464,50.0,0.06,0.05818965517241379,0.07543103448275862,688.032,2.103580609701784,0.0,0.59,0.07543103448275862
BMLhandball_S09_Novice_Trial_upper_right_left_176_poses_120_jpos,588,50.0,0.06,0.006802721088435374,0.013605442176870748,414.906,1.2685285225816945,0.0,0.56,0.013605442176870748
BMLhandball_S09_Novice_Trial_upper_right_left_181_poses_120_jpos,456,50.0,0.06,0.0,0.0,112.03,0.3425191498431626,0.0,0.52,0.0
BMLhandball_S09_Novice_Trial_upper_right_left_234_poses_120_jpos,492,50.0,0.06,0.0,0.0,76.688,0.23446495191620512,0.0,0.6,0.0
BMLmovi_Subject_11_F_MoSh_Subject_11_F_11_poses_120_jpos,230,50.0,0.06,0.0,0.0,76.36000000000001,0.23346212873358832,0.0,0.84,0.0
BMLmovi_Subject_13_F_MoSh_Subject_13_F_3_poses_120_jpos,457,50.0,0.06,0.0,0.0,104.352,0.31904452668422484,0.0,0.84,0.0
BMLmovi_Subject_13_F_MoSh_Subject_13_F_9_poses_120_jpos,380,50.0,0.06,0.0,0.0,35.044,0.10714309637689717,0.0,0.68,0.0
BMLmovi_Subject_15_F_MoSh_Subject_15_F_14_poses_120_jpos,400,50.0,0.06,0.1925,0.0775,462.13,1.412910601776495,0.0,0.8304999999999995,0.0775
BMLmovi_Subject_15_F_MoSh_Subject_15_F_16_poses_120_jpos,452,50.0,0.06,0.0,0.0,61.19800000000001,0.18710601563957752,0.0,0.74,0.0
BMLmovi_Subject_17_F_MoSh_Subject_17_F_10_poses_120_jpos,115,50.0,0.06,0.0,0.0,9.696,0.02964443164223248,0.0,0.43,0.0
BMLmovi_Subject_17_F_MoSh_Subject_17_F_14_poses_120_jpos,342,50.0,0.06,0.34502923976608185,0.34502923976608185,852.014,2.604937168030638,0.0,0.5694999999999999,0.34502923976608185
BMLmovi_Subject_17_F_MoSh_Subject_17_F_20_poses_120_jpos,170,50.0,0.06,0.0,0.0,0.136,0.0004158047342557361,0.0,0.42,0.0
BMLmovi_Subject_18_F_MoSh_Subject_18_F_17_poses_120_jpos,174,50.0,0.06,0.0,0.0,7.167999999999999,0.021915355405478797,0.0,0.34349999999999997,0.0
BMLmovi_Subject_18_F_MoSh_Subject_18_F_1_poses_120_jpos,277,50.0,0.06,0.0,0.0,38.008,0.11620519367347074,0.0,0.83,0.0
BMLmovi_Subject_18_F_MoSh_Subject_18_F_3_poses_120_jpos,157,50.0,0.06,0.0,0.0,8.062000000000001,0.024648660055659882,0.0,0.33,0.0
BMLmovi_Subject_1_F_MoSh_Subject_1_F_13_poses_120_jpos,285,50.0,0.06,0.10877192982456141,0.10877192982456141,233.37400000000002,0.7135148092073395,0.0,0.67,0.10877192982456141
BMLmovi_Subject_20_F_MoSh_Subject_20_F_17_poses_120_jpos,97,50.0,0.06,0.0,0.0,3.6420000000000003,0.011135006192348463,0.0,0.43999999999999945,0.0
BMLmovi_Subject_20_F_MoSh_Subject_20_F_7_poses_120_jpos,145,50.0,0.06,0.0,0.0,0.524,0.0016020711819853361,0.0,0.37799999999999984,0.0
BMLmovi_Subject_20_F_MoSh_Subject_20_F_8_poses_120_jpos,192,50.0,0.06,0.020833333333333332,0.0,52.648,0.16096535036099996,0.0,0.7844999999999999,0.0
BMLmovi_Subject_22_F_MoSh_Subject_22_F_10_poses_120_jpos,127,50.0,0.06,0.0,0.0,0.0,0.0,0.0,0.55,0.0
BMLmovi_Subject_22_F_MoSh_Subject_22_F_12_poses_120_jpos,169,50.0,0.06,0.0,0.0,0.0,0.0,0.0,0.57,0.0
BMLmovi_Subject_22_F_MoSh_Subject_22_F_1_poses_120_jpos,487,50.0,0.06,0.03490759753593429,0.03490759753593429,285.22800000000007,0.8720525936933463,0.0,0.64,0.03490759753593429
BMLmovi_Subject_22_F_MoSh_Subject_22_F_2_poses_120_jpos,150,50.0,0.06,0.0,0.0,12.39,0.03788103424579831,0.0,0.62,0.0
BMLmovi_Subject_24_F_MoSh_Subject_24_F_12_poses_120_jpos,245,50.0,0.06,0.0163265306122449,0.08163265306122448,234.92000000000002,0.7182415306717467,0.0,0.8459999999999996,0.08163265306122448
BMLmovi_Subject_24_F_MoSh_Subject_24_F_2_poses_120_jpos,144,50.0,0.06,0.2152777777777778,0.034722222222222224,142.98399999999998,0.4371575303148689,0.0,1.05,0.034722222222222224
BMLmovi_Subject_27_F_MoSh_Subject_27_F_11_poses_120_jpos,390,50.0,0.06,0.03076923076923077,0.028205128205128206,158.21,0.48370931622500013,0.0,1.06,0.028205128205128206
BMLmovi_Subject_27_F_MoSh_Subject_27_F_17_poses_120_jpos,494,50.0,0.06,0.0,0.0,30.726000000000003,0.09394129606427756,0.0,0.63,0.0
BMLmovi_Subject_27_F_MoSh_Subject_27_F_19_poses_120_jpos,209,50.0,0.06,0.0,0.0,0.004,1.2229551007521652e-05,0.0,0.45,0.0
BMLmovi_Subject_27_F_MoSh_Subject_27_F_5_poses_120_jpos,529,50.0,0.06,0.19659735349716445,0.20793950850661624,765.164,2.339403041779824,0.0,4.277999999999999,0.20793950850661624
BMLmovi_Subject_29_F_MoSh_Subject_29_F_21_poses_120_jpos,272,50.0,0.06,0.0,0.0,42.932,0.13125977096372987,0.0,0.45,0.0
BMLmovi_Subject_30_F_MoSh_Subject_30_F_5_poses_120_jpos,189,50.0,0.06,0.0,0.0,0.126,0.000385230856736932,0.0,0.26,0.0
BMLmovi_Subject_31_F_MoSh_Subject_31_F_21_poses_120_jpos,289,50.0,0.06,0.02422145328719723,0.006920415224913495,110.572,0.338061478500921,0.0,0.8819999999999993,0.006920415224913495
BMLmovi_Subject_31_F_MoSh_Subject_31_F_4_poses_120_jpos,177,50.0,0.06,0.0,0.0,46.26,0.1414347574019879,0.0,0.6639999999999998,0.0
BMLmovi_Subject_31_F_MoSh_Subject_31_F_8_poses_120_jpos,277,50.0,0.06,0.08664259927797834,0.0,60.233999999999995,0.18415869384676478,0.0,0.63,0.0
BMLmovi_Subject_32_F_MoSh_Subject_32_F_19_poses_120_jpos,285,50.0,0.06,0.0,0.0,66.828,0.20431910868266423,0.0,0.58,0.0
BMLmovi_Subject_32_F_MoSh_Subject_32_F_4_poses_120_jpos,369,50.0,0.06,0.2086720867208672,0.23577235772357724,746.1700000000001,2.281331018820608,0.01084010840108401,0.94,0.23577235772357724
BMLmovi_Subject_32_F_MoSh_Subject_32_F_7_poses_120_jpos,237,50.0,0.06,0.29535864978902954,0.0,129.502,0.3959378286440172,0.0,1.203999999999999,0.0
BMLmovi_Subject_32_F_MoSh_Subject_32_F_9_poses_120_jpos,177,50.0,0.06,0.0,0.0,14.02,0.042864576281363385,0.0,0.6019999999999999,0.0
BMLmovi_Subject_34_F_MoSh_Subject_34_F_20_poses_120_jpos,284,50.0,0.06,0.0,0.0,10.632,0.03250614657799255,0.0,0.68,0.0
BMLmovi_Subject_34_F_MoSh_Subject_34_F_9_poses_120_jpos,349,50.0,0.06,0.04011461318051576,0.025787965616045846,128.12400000000002,0.39172474832192594,0.0,1.0,0.025787965616045846
BMLmovi_Subject_36_F_MoSh_Subject_36_F_11_poses_120_jpos,249,50.0,0.06,0.0,0.0,24.875999999999998,0.07605557771577715,0.0,0.38,0.0
BMLmovi_Subject_36_F_MoSh_Subject_36_F_12_poses_120_jpos,492,50.0,0.06,0.0,0.0,24.956000000000003,0.07630016873592758,0.0,0.5289999999999998,0.0
BMLmovi_Subject_36_F_MoSh_Subject_36_F_21_poses_120_jpos,217,50.0,0.06,0.0,0.0,43.332,0.13248272606448205,0.0,0.6039999999999998,0.0
BMLmovi_Subject_39_F_MoSh_Subject_39_F_14_poses_120_jpos,160,50.0,0.06,0.0,0.0,50.948,0.15576779118280326,0.0,0.65,0.0
BMLmovi_Subject_39_F_MoSh_Subject_39_F_17_poses_120_jpos,207,50.0,0.06,0.0,0.0,0.0,0.0,0.0,0.47699999999999987,0.0
BMLmovi_Subject_39_F_MoSh_Subject_39_F_18_poses_120_jpos,294,50.0,0.06,0.0,0.0,71.18199999999999,0.21763097495435152,0.0,0.73,0.0
BMLmovi_Subject_39_F_MoSh_Subject_39_F_20_poses_120_jpos,209,50.0,0.06,0.0,0.0,3.3400000000000003,0.010211675091280577,0.0,0.45,0.0
BMLmovi_Subject_39_F_MoSh_Subject_39_F_6_poses_120_jpos,229,50.0,0.06,0.0,0.0,41.61,0.12721790435574398,0.0,0.8319999999999999,0.0
BMLmovi_Subject_3_F_MoSh_Subject_3_F_10_poses_120_jpos,164,50.0,0.06,0.0,0.0,2.816,0.008609603909295242,0.0,0.32,0.0
BMLmovi_Subject_3_F_MoSh_Subject_3_F_18_poses_120_jpos,224,50.0,0.06,0.049107142857142856,0.0,130.92200000000003,0.4002793192516874,0.0,1.1284999999999998,0.0
BMLmovi_Subject_3_F_MoSh_Subject_3_F_20_poses_120_jpos,149,50.0,0.06,0.08053691275167785,0.08053691275167785,132.18599999999998,0.40414385737006425,0.0,0.77,0.08053691275167785
BMLmovi_Subject_3_F_MoSh_Subject_3_F_6_poses_120_jpos,137,50.0,0.06,0.10948905109489052,0.0,70.878,0.2167015290777799,0.0,1.0239999999999998,0.0
BMLmovi_Subject_3_F_MoSh_Subject_3_F_7_poses_120_jpos,224,50.0,0.06,0.16071428571428573,0.16071428571428573,288.624,0.8824354824987323,0.0,0.7284999999999999,0.16071428571428573
BMLmovi_Subject_41_F_MoSh_Subject_41_F_16_poses_120_jpos,185,50.0,0.06,0.24864864864864866,0.15675675675675677,308.416,0.9429473008839493,0.0,0.9179999999999998,0.15675675675675677
BMLmovi_Subject_41_F_MoSh_Subject_41_F_17_poses_120_jpos,129,50.0,0.06,0.3875968992248062,0.3875968992248062,321.97399999999993,0.984399364023944,0.0,0.39599999999999996,0.3875968992248062
BMLmovi_Subject_41_F_MoSh_Subject_41_F_2_poses_120_jpos,409,50.0,0.06,0.0,0.0,12.042000000000002,0.036817063308143924,0.0,0.35,0.0
BMLmovi_Subject_41_F_MoSh_Subject_41_F_5_poses_120_jpos,182,50.0,0.06,0.0,0.0,3.098,0.009471787255325517,0.0,0.42,0.0
BMLmovi_Subject_45_F_MoSh_Subject_45_F_19_poses_120_jpos,185,50.0,0.06,0.14054054054054055,0.005405405405405406,81.134,0.24805809786106542,0.0,0.8359999999999996,0.005405405405405406
BMLmovi_Subject_45_F_MoSh_Subject_45_F_5_poses_120_jpos,167,50.0,0.06,0.0,0.0,35.152,0.10747329425410027,0.0,1.0,0.0
BMLmovi_Subject_47_F_MoSh_Subject_47_F_10_poses_120_jpos,397,50.0,0.06,0.005037783375314861,0.005037783375314861,114.256,0.34932489497884844,0.0,0.93,0.005037783375314861
BMLmovi_Subject_47_F_MoSh_Subject_47_F_8_poses_120_jpos,465,50.0,0.06,0.015053763440860216,0.0,105.124,0.3214048300286765,0.0,0.62,0.0
BMLmovi_Subject_48_F_MoSh_Subject_48_F_11_poses_120_jpos,232,50.0,0.06,0.0,0.0,0.0,0.0,0.0,0.52,0.0
BMLmovi_Subject_48_F_MoSh_Subject_48_F_16_poses_120_jpos,522,50.0,0.06,0.18582375478927204,0.19923371647509577,801.8520000000001,2.4515724836208124,0.0,2.5294999999999996,0.19923371647509577
BMLmovi_Subject_48_F_MoSh_Subject_48_F_18_poses_120_jpos,515,50.0,0.06,0.0,0.0,145.902,0.446078987774856,0.0,0.62,0.0
BMLmovi_Subject_51_F_MoSh_Subject_51_F_17_poses_120_jpos,389,50.0,0.06,0.0,0.0,58.84,0.17989669532064348,0.0,1.03,0.0
BMLmovi_Subject_51_F_MoSh_Subject_51_F_5_poses_120_jpos,285,50.0,0.06,0.21052631578947367,0.21052631578947367,430.48199999999997,1.316150394204984,0.0,0.7780000000000001,0.21052631578947367
BMLmovi_Subject_51_F_MoSh_Subject_51_F_9_poses_120_jpos,197,50.0,0.06,0.0,0.0,3.7720000000000002,0.011532466600092918,0.0,0.56,0.0
BMLmovi_Subject_53_F_MoSh_Subject_53_F_20_poses_120_jpos,435,50.0,0.06,0.1724137931034483,0.15632183908045977,650.8699999999999,1.9899619660664043,0.0,1.0,0.15632183908045977
BMLmovi_Subject_53_F_MoSh_Subject_53_F_3_poses_120_jpos,259,50.0,0.06,0.019305019305019305,0.019305019305019305,91.69,0.28033188296991507,0.0,0.72,0.019305019305019305
BMLmovi_Subject_55_F_MoSh_Subject_55_F_10_poses_120_jpos,182,50.0,0.06,0.0,0.0,0.8600000000000001,0.002629353466617155,0.0,0.28949999999999987,0.0
BMLmovi_Subject_55_F_MoSh_Subject_55_F_13_poses_120_jpos,207,50.0,0.06,0.0,0.0,1.4000000000000001,0.004280342852632578,0.0,0.34399999999999975,0.0
BMLmovi_Subject_55_F_MoSh_Subject_55_F_21_poses_120_jpos,414,50.0,0.06,0.0,0.0,27.148000000000003,0.08300196268804945,0.0,0.69,0.0
BMLmovi_Subject_55_F_MoSh_Subject_55_F_3_poses_120_jpos,182,50.0,0.06,0.0,0.0,0.562,0.0017182519165567921,0.0,0.3,0.0
BMLmovi_Subject_57_F_MoSh_Subject_57_F_14_poses_120_jpos,577,50.0,0.06,0.0,0.0,45.2,0.13819392638499467,0.0,0.63,0.0
BMLmovi_Subject_57_F_MoSh_Subject_57_F_6_poses_120_jpos,300,50.0,0.06,0.0,0.0,3.24,0.009905936316092538,0.0,0.49,0.0
BMLmovi_Subject_58_F_MoSh_Subject_58_F_1_poses_120_jpos,272,50.0,0.06,0.022058823529411766,0.011029411764705883,127.952,0.39119887762860256,0.003676470588235294,0.9089999999999998,0.011029411764705883
BMLmovi_Subject_58_F_MoSh_Subject_58_F_3_poses_120_jpos,475,50.0,0.06,0.0,0.0,57.626000000000005,0.17618502658986065,0.0,0.6829999999999996,0.0
BMLmovi_Subject_5_F_MoSh_Subject_5_F_10_poses_120_jpos,149,50.0,0.06,0.0,0.0,0.0,0.0,0.0,0.566,0.0
BMLmovi_Subject_5_F_MoSh_Subject_5_F_12_poses_120_jpos,230,50.0,0.06,0.0,0.0,94.504,0.2889353721037065,0.0,0.91,0.0
BMLmovi_Subject_5_F_MoSh_Subject_5_F_6_poses_120_jpos,175,50.0,0.06,0.24,0.0,142.25799999999998,0.43493786680700375,0.005714285714285714,0.9589999999999994,0.0
BMLmovi_Subject_5_F_MoSh_Subject_5_F_9_poses_120_jpos,119,50.0,0.06,0.0,0.0,0.0,0.0,0.0,0.48,0.0
BMLmovi_Subject_62_F_MoSh_Subject_62_F_3_poses_120_jpos,240,50.0,0.06,0.18333333333333332,0.1,234.272,0.7162603434085282,0.0,1.13,0.1
BMLmovi_Subject_62_F_MoSh_Subject_62_F_7_poses_120_jpos,197,50.0,0.06,0.0,0.0,3.282,0.010034346601671516,0.0,0.4419999999999999,0.0
BMLmovi_Subject_62_F_MoSh_Subject_62_F_8_poses_120_jpos,197,50.0,0.06,0.0,0.0,5.704,0.017439339736725873,0.0,0.35199999999999987,0.0
BMLmovi_Subject_64_F_MoSh_Subject_64_F_13_poses_120_jpos,194,50.0,0.06,0.0,0.0,3.912,0.011960500885356176,0.0,0.24,0.0
BMLmovi_Subject_64_F_MoSh_Subject_64_F_14_poses_120_jpos,197,50.0,0.06,0.0,0.0,0.0,0.0,0.0,0.25,0.0
BMLmovi_Subject_64_F_MoSh_Subject_64_F_19_poses_120_jpos,200,50.0,0.06,0.0,0.0,1.238,0.0037850460368279507,0.0,0.39,0.0
BMLmovi_Subject_64_F_MoSh_Subject_64_F_9_poses_120_jpos,499,50.0,0.06,0.12424849699398798,0.13026052104208416,460.198,1.4070037286398622,0.0,3.350999999999996,0.13026052104208416
BMLmovi_Subject_67_F_MoSh_Subject_67_F_17_poses_120_jpos,215,50.0,0.06,0.0,0.0,0.16599999999999998,0.0005075263668121486,0.0,0.2929999999999998,0.0
BMLmovi_Subject_67_F_MoSh_Subject_67_F_21_poses_120_jpos,562,50.0,0.06,0.0,0.0,58.766000000000005,0.17967044862700435,0.0,0.61,0.0
BMLmovi_Subject_69_F_MoSh_Subject_69_F_18_poses_120_jpos,405,50.0,0.06,0.0,0.0,15.698,0.047994872929018724,0.0,0.57,0.0
BMLmovi_Subject_69_F_MoSh_Subject_69_F_1_poses_120_jpos,722,50.0,0.06,0.018005540166204988,0.018005540166204988,139.65800000000002,0.42698865865211466,0.0,0.5494999999999993,0.018005540166204988
BMLmovi_Subject_6_F_MoSh_Subject_6_F_13_poses_120_jpos,149,50.0,0.06,0.3959731543624161,0.006711409395973154,81.40800000000002,0.24889582210508063,0.0,1.3759999999999997,0.006711409395973154
BMLmovi_Subject_6_F_MoSh_Subject_6_F_19_poses_120_jpos,345,50.0,0.06,0.0,0.0,95.19,0.2910327401014965,0.0,1.1860000000000002,0.0
BMLmovi_Subject_6_F_MoSh_Subject_6_F_2_poses_120_jpos,119,50.0,0.06,0.03361344537815126,0.0,11.504,0.035172188697632265,0.0,0.43299999999999983,0.0
BMLmovi_Subject_70_F_MoSh_Subject_70_F_19_poses_120_jpos,127,50.0,0.06,0.0,0.0,0.0,0.0,0.0,0.28699999999999987,0.0
BMLmovi_Subject_70_F_MoSh_Subject_70_F_3_poses_120_jpos,187,50.0,0.06,0.03208556149732621,0.0,72.744,0.22240661462278877,0.0,0.9969999999999999,0.0
BMLmovi_Subject_71_F_MoSh_Subject_71_F_13_poses_120_jpos,179,50.0,0.06,0.0,0.0,2.724,0.008328324236122245,0.0,0.3,0.0
BMLmovi_Subject_72_F_MoSh_Subject_72_F_15_poses_120_jpos,204,50.0,0.06,0.0,0.0,9.426,0.02881893694922477,0.0,0.54,0.0
BMLmovi_Subject_72_F_MoSh_Subject_72_F_16_poses_120_jpos,424,50.0,0.06,0.20047169811320756,0.18160377358490565,588.7560000000001,1.8000553832461044,0.0,0.7884999999999996,0.18160377358490565
BMLmovi_Subject_72_F_MoSh_Subject_72_F_17_poses_120_jpos,172,50.0,0.06,0.0,0.0,2.644,0.00808373321597181,0.0,0.5,0.0
BMLmovi_Subject_72_F_MoSh_Subject_72_F_5_poses_120_jpos,319,50.0,0.06,0.02821316614420063,0.02821316614420063,94.62,0.2892900290829246,0.0,0.66,0.02821316614420063
BMLmovi_Subject_72_F_MoSh_Subject_72_F_6_poses_120_jpos,237,50.0,0.06,0.1350210970464135,0.1350210970464135,219.13599999999997,0.6699837223960662,0.0,0.5739999999999997,0.1350210970464135
BMLmovi_Subject_74_F_MoSh_Subject_74_F_11_poses_120_jpos,229,50.0,0.06,0.0,0.0,0.068,0.00020790236712786805,0.0,0.45,0.0
BMLmovi_Subject_74_F_MoSh_Subject_74_F_20_poses_120_jpos,412,50.0,0.06,0.0825242718446602,0.07766990291262135,345.174,1.0553307598675696,0.0,0.95,0.07766990291262135
BMLmovi_Subject_74_F_MoSh_Subject_74_F_5_poses_120_jpos,299,50.0,0.06,0.4180602006688963,0.4180602006688963,880.934,2.6933568218150197,0.0,0.7309999999999997,0.4180602006688963
BMLmovi_Subject_76_F_MoSh_Subject_76_F_10_poses_120_jpos,444,50.0,0.06,0.0,0.0,7.432,0.022722505771975227,0.0,0.45,0.0
BMLmovi_Subject_76_F_MoSh_Subject_76_F_7_poses_120_jpos,204,50.0,0.06,0.0,0.0,1.044,0.003191912812963151,0.0,0.28,0.0
