clip,stratum,reference_difficulty_score,required_mu_p95,vert_force_bw_max,contact_switch_rate,flight_phase_frac,nonfoot_ground_frac,angmom_peak,support_margin_mean
Eyes_Japan_Dataset_aita_gesture_etc-03-set_3-aita_poses_120_jpos,feasible_remainder,0.328253250945,0.233214977405,0.28114912847,0.480148482892,0.297530664945,0.491930277598,0.317462879277,0.19633634603
Eyes_Japan_Dataset_aita_walk-09-handbag-aita_poses_120_jpos,feasible_hard_reference,0.723934796643,0.869916074887,0.619109102647,0.578437701743,0.868624919303,0.491930277598,0.791155584248,0.848369916075
Eyes_Japan_Dataset_hamada_gesture_etc-15-whip_-hamada_poses_120_jpos,feasible_remainder,0.590899658766,0.592721110394,0.460296965784,0.641704325371,0.635894125242,0.491930277598,0.653324725629,0.660426081343
Eyes_Japan_Dataset_hamada_pose-06-hangon-hamada_poses_120_jpos,feasible_hard_reference,0.640055796366,0.609748224661,0.589654615881,0.346675274371,0.881052291801,0.491930277598,0.723773402195,0.837556488057
Eyes_Japan_Dataset_hamada_pose-19-funny-hamada_poses_120_jpos,feasible_hard_reference,0.610439915153,0.558989670755,0.669867656553,0.595222724338,0.667366042608,0.491930277598,0.707069076824,0.582633957392
Eyes_Japan_Dataset_hamada_turn-02-look_around-hamada_poses_120_jpos,feasible_remainder,0.569341971779,0.483779857973,0.451258876695,0.777679147837,0.597159457715,0.491930277598,0.664138153648,0.519448030988
Eyes_Japan_Dataset_kaiwa_turn-03-look_at-kaiwa_poses_120_jpos,feasible_remainder,0.337498847183,0.150177533893,0.135732730794,0.551888315042,0.312459651388,0.491930277598,0.472078760491,0.248224661072
Eyes_Japan_Dataset_kawaguchi_gesture_etc-50-syuriken-kawaguchi_poses_120_jpos,feasible_remainder,0.441863414184,0.744189799871,0.254115558425,0.305035506779,0.255083925113,0.491930277598,0.939961265332,0.102727566172
Eyes_Japan_Dataset_kawaguchi_pose-02-rest-kawaguchi_poses_120_jpos,feasible_hard_reference,0.608664576224,0.399047772757,0.512992253066,0.544060684312,0.871852808263,0.491930277598,0.538573273079,0.902194964493
Eyes_Japan_Dataset_shiono_pose-09-pray_buddhism-shiono_poses_120_jpos,feasible_remainder,0.339596975007,0.260571336346,0.310522918012,0.377985797289,0.359506132989,0.491930277598,0.136701097482,0.439961265332
Eyes_Japan_Dataset_shiono_walk-02-drank-shiono_poses_120_jpos,feasible_remainder,0.587314396385,0.490316333118,0.563831504196,0.367010974822,0.80003227889,0.491930277598,0.629761136217,0.768318269852
Eyes_Japan_Dataset_shiono_walk-03-sneak-shiono_poses_120_jpos,feasible_remainder,0.42579313843,0.20819883796,0.150661717237,0.173176242737,0.912282117495,0.491930277598,0.166881859264,0.87742091672
Eyes_Japan_Dataset_yamaoka_tennis-10-backhand_double_lob-yamaoka_poses_120_jpos,feasible_hard_reference,0.793207599373,0.910264686895,0.907682375726,0.505810200129,0.900258231117,0.491930277598,0.940122659781,0.896384764364
GRAB_s1_apple_pick_all,feasible_remainder,0.301450244397,0.196094254358,0.511781794706,0.127824402841,0.254034861201,0.491930277598,0.445045190445,0.083440929632
GRAB_s1_bowl_pick_all,feasible_remainder,0.275523379139,0.199483537766,0.280422853454,0.145577792124,0.273967075533,0.491930277598,0.361039380245,0.17624273725
GRAB_s1_cylinderlarge_inspect_1,feasible_remainder,0.328875772388,0.203760490639,0.220545513234,0.306326662363,0.344819238218,0.491930277598,0.440203357005,0.294544867657
GRAB_s2_apple_eat_1,feasible_remainder,0.367702665314,0.315284054229,0.286717236927,0.357730794061,0.360393802453,0.491930277598,0.390332472563,0.371530019367
GRAB_s2_banana_peel_1,feasible_remainder,0.406379691967,0.348047127179,0.474096191091,0.350387346675,0.494754680439,0.491930277598,0.213040671401,0.472401549387
GRAB_s3_cubesmall_inspect_1,feasible_remainder,0.589239601586,0.602162685604,0.647595222724,0.651387992253,0.712233699161,0.491930277598,0.321497740478,0.697869593286
GRAB_s3_mouse_use_1,feasible_remainder,0.510663561745,0.583925112976,0.635813428018,0.621045836023,0.338928340865,0.491930277598,0.672207876049,0.230794060684
GRAB_s3_spheremedium_inspect_1,feasible_remainder,0.526157428756,0.576420271143,0.497175597159,0.643318269852,0.549386701097,0.491930277598,0.482004519045,0.442866365397
GRAB_s3_wineglass_pass_1,feasible_hard_reference,0.605125426542,0.608860555197,0.301081342802,0.717801807618,0.904454486766,0.491930277598,0.332311168496,0.879438347321
GRAB_s4_hammer_use_3,feasible_remainder,0.360209351655,0.42462879277,0.589170432537,0.644125242092,0.0966752743706,0.491930277598,0.199806326662,0.0751291155584
GRAB_s5_binoculars_pass_1,feasible_remainder,0.573180854007,0.642027114267,0.554632020658,0.909457714655,0.483618463525,0.491930277598,0.520658489348,0.409941897999
GRAB_s5_piggybank_pick_all,feasible_remainder,0.432456423499,0.373628147192,0.663896061975,0.303502259522,0.311329890252,0.491930277598,0.69552937379,0.187378954164
GRAB_s5_teapot_pass_1,feasible_remainder,0.441321589966,0.443754034861,0.53357004519,0.71061975468,0.326823757263,0.491930277598,0.36717236927,0.215380890897
GRAB_s7_headphones_pick_all,feasible_remainder,0.501982846076,0.459570690768,0.714654615881,0.169948353777,0.595787604906,0.491930277598,0.627178825048,0.454809554551
GRAB_s8_cylindermedium_pick_all,feasible_remainder,0.235174767131,0.175274370562,0.168253712072,0.341591349258,0.0966752743706,0.491930277598,0.274693350549,0.0978050355068
GRAB_s8_hand_pick_all,feasible_remainder,0.223496725998,0.163169786959,0.239428663654,0.225790832795,0.0966752743706,0.491930277598,0.22127178825,0.12621045836
GRAB_s9_apple_eat_1,feasible_remainder,0.554274647238,0.634118786314,0.676807617818,0.611765655261,0.501775338928,0.491930277598,0.476436410587,0.487088444158
GRAB_s9_binoculars_pass_1,feasible_remainder,0.448688093701,0.490316333118,0.487249838606,0.398886378309,0.38524854745,0.491930277598,0.566333118141,0.320852162686
GRAB_s9_cylindermedium_pick_all,feasible_remainder,0.379622798119,0.413089089735,0.539460942544,0.184796642995,0.236281471917,0.491930277598,0.563670109748,0.228131052292
HumanEva_S3_Gestures_1_poses_120_jpos,feasible_remainder,0.282716960251,0.437459651388,0.245642349903,0.124757908328,0.227324080052,0.491930277598,0.137346675274,0.314557779212
KIT_10_WalkInClockwiseCircle06_poses_100_jpos,feasible_hard_reference,0.689776814535,0.817866365397,0.784538411879,0.996772111039,0.621610716591,0.491930277598,0.474661071659,0.641058747579
KIT_11_RightTurn04_poses_100_jpos,feasible_remainder,0.5450751637,0.723612007747,0.546320206585,0.928744351194,0.417366042608,0.491930277598,0.370561652679,0.336991607489
KIT_11_WalkInClockwiseCircle10_poses_100_jpos,feasible_hard_reference,0.725283593102,0.823434473854,0.704890251775,0.997094899935,0.768560361524,0.491930277598,0.547449967721,0.743624919303
KIT_1226_Trial_72_poses_100_jpos,feasible_remainder,0.12995711519,0.0447062621046,0.0895739186572,0.0499515816656,0.0966752743706,0.491930277598,0.0296965784377,0.107165913493
KIT_1297_wipe09_poses_100_jpos,feasible_remainder,0.522422300101,0.265574564235,0.309231762427,0.478211749516,0.886216914138,0.491930277598,0.380568108457,0.845222724338
KIT_167_turn_left09_poses_100_jpos,feasible_hard_reference,0.742068615697,0.892027114267,0.940929632021,0.466914138154,0.791962556488,0.491930277598,0.863218205294,0.747498386056
KIT_167_turn_right06_poses_100_jpos,feasible_hard_reference,0.77175366596,0.935926404132,0.922692059393,0.577388637831,0.813831504196,0.491930277598,0.884280180762,0.776226597805
KIT_1717_displace_from_left_to_right_10_poses_100_jpos,feasible_remainder,0.201892926312,0.127743705617,0.0551969012266,0.362491930278,0.0966752743706,0.491930277598,0.107165913493,0.172046481601
KIT_1717_displace_tilt_side_09_poses_100_jpos,feasible_remainder,0.144436502813,0.117091672046,0.12257908328,0.0499515816656,0.0966752743706,0.491930277598,0.0798902517753,0.0529373789542
KIT_1721_RecoveryStepping_30_120_02_poses_100_jpos,feasible_remainder,0.340000461127,0.672692059393,0.568108457069,0.377985797289,0.0966752743706,0.491930277598,0.149128469981,0.0234828921885
KIT_1747_displace_from_left_to_right_04_poses_100_jpos,feasible_remainder,0.142522825786,0.116446094254,0.0130729502905,0.0499515816656,0.0966752743706,0.491930277598,0.113621691414,0.11596191091
KIT_1747_displace_tilt_side_16_poses_100_jpos,feasible_remainder,0.178167942451,0.100871530019,0.0986927049709,0.189234990316,0.0966752743706,0.491930277598,0.181568754035,0.0882020658489
KIT_348_bend_left07_poses_100_jpos,feasible_remainder,0.557836853269,0.872094899935,0.744028405423,0.870561652679,0.308747579083,0.491930277598,0.329728857327,0.287766300839
KIT_379_push_recovery_left10_poses_100_jpos,feasible_hard_reference,0.699817854837,0.977727566172,0.871368624919,0.762104583602,0.745642349903,0.491930277598,0.300597159458,0.749354422208
KIT_3_Transfuse02_poses_100_jpos,feasible_remainder,0.262565710597,0.187863137508,0.213121368625,0.323434473854,0.242575855391,0.491930277598,0.15735958683,0.221675274371
KIT_3_kneel_down_with_both_hands01_poses_100_jpos,feasible_remainder,0.56642534354,0.426081342802,0.443754034861,0.295271142673,0.320852162686,0.992253066495,0.70819883796,0.778566817301
KIT_3_step_over_gap01_poses_100_jpos,feasible_remainder,0.57169371945,0.47788896062,0.652033570045,0.886620400258,0.409619109103,0.491930277598,0.670432537121,0.413331181407
KIT_3_walking_slow04_poses_100_jpos,feasible_remainder,0.497233238034,0.493060038735,0.473854099419,0.726517107811,0.520658489348,0.491930277598,0.276872175597,0.497740477728
KIT_421_push_recovery_right01_poses_100_jpos,feasible_hard_reference,0.67749930831,0.857004519045,0.887427372498,0.682698515171,0.708521626856,0.491930277598,0.482730794061,0.632182052937
KIT_421_push_recovery_stand_right06_poses_100_jpos,feasible_hard_reference,0.645969750069,0.972885732731,0.931084570691,0.828760490639,0.461910910265,0.491930277598,0.482327307941,0.35288896062
KIT_424_turn_right08_poses_100_jpos,feasible_hard_reference,0.69999077746,0.797853453841,0.696659134926,0.597078760491,0.785506778567,0.491930277598,0.771142672692,0.759764364106
KIT_424_walking_slow07_poses_100_jpos,feasible_remainder,0.366077192659,0.16438024532,0.23071336346,0.624273724984,0.479987088444,0.491930277598,0.129276952873,0.441978695933
KIT_425_step_over_gap02_poses_100_jpos,feasible_hard_reference,0.690503089551,0.743705616527,0.614105874758,0.915267914784,0.677533892834,0.491930277598,0.729018721756,0.661959328599
KIT_442_conversation01_poses_100_jpos,feasible_remainder,0.195414092041,0.137023886378,0.121530019367,0.245480955455,0.0966752743706,0.491930277598,0.148482892189,0.126775338928
KIT_442_synchron03_poses_100_jpos,feasible_remainder,0.565065018906,0.474661071659,0.984828921885,0.682859909619,0.439154293092,0.491930277598,0.517430600387,0.364590058102
KIT_4_RightTurn08_poses_100_jpos,feasible_remainder,0.515528451536,0.453760490639,0.526872175597,0.592317624274,0.606036152356,0.491930277598,0.351355713363,0.586426726921
KIT_4_WalkInClockwiseCircle04_poses_100_jpos,feasible_hard_reference,0.678825048418,0.777356358941,0.475952227243,0.923983214977,0.783247256294,0.491930277598,0.492414460943,0.806891542931
KIT_513_turn_left04_poses_100_jpos,feasible_hard_reference,0.66274324449,0.874435119432,0.806810845707,0.819157520981,0.402356358941,0.491930277598,0.86717236927,0.377340219496
KIT_551_egg_whisk06_poses_100_jpos,feasible_remainder,0.412247532971,0.410022595223,0.317866365397,0.66438024532,0.297530664945,0.491930277598,0.427372498386,0.276630083925
KIT_551_sponge_in_bowl01_poses_100_jpos,feasible_remainder,0.529396845891,0.341268560362,0.267188508715,0.715058102001,0.831423499032,0.491930277598,0.239509360878,0.819399612653
KIT_572_stir_left13_poses_100_jpos,feasible_remainder,0.136827907406,0.0969173660426,0.0120238863783,0.0499515816656,0.0966752743706,0.491930277598,0.114590058102,0.0957069076824
KIT_572_stomp_right04_poses_100_jpos,feasible_remainder,0.574621875865,0.334651387992,0.922369270497,0.600710135571,0.444318915429,0.491930277598,0.846513879923,0.381859264041
KIT_572_violin_right02_poses_100_jpos,feasible_remainder,0.13897214793,0.0324402840542,0.078195610071,0.0499515816656,0.0966752743706,0.491930277598,0.156875403486,0.0667366042608
KIT_572_wave_both11_poses_100_jpos,feasible_remainder,0.137104583602,0.041559070368,0.146546158812,0.0499515816656,0.0966752743706,0.491930277598,0.0427695287282,0.0903001936733
KIT_572_wave_right01_poses_100_jpos,feasible_remainder,0.13607857604,0.0602001291156,0.0392995480955,0.0499515816656,0.0966752743706,0.491930277598,0.131052291801,0.083440929632
KIT_572_wave_right02_poses_100_jpos,feasible_remainder,0.172138707,0.0826339573919,0.268156875403,0.0499515816656,0.0966752743706,0.491930277598,0.111846352485,0.103776630084
KIT_674_wash_head03_poses_100_jpos,feasible_remainder,0.398448307664,0.370077469335,0.157520981278,0.207714654616,0.431891542931,0.491930277598,0.682214331827,0.447788896062
KIT_675_dry_left_arm_03_poses_100_jpos,feasible_remainder,0.549767130868,0.631536475145,0.530826339574,0.41841510652,0.536152356359,0.491930277598,0.775984506133,0.463524854745
KIT_675_dry_left_arm_10_poses_100_jpos,feasible_hard_reference,0.605125426542,0.573595868302,0.689234990316,0.566978695933,0.593124596514,0.491930277598,0.779373789542,0.541639767592
KIT_675_dry_right_arm_008_poses_100_jpos,feasible_remainder,0.551830674168,0.211749515817,0.472482246611,0.675193673338,0.649531956101,0.491930277598,0.707876049064,0.654051000646
KIT_675_dry_right_arm_009_poses_100_jpos,feasible_remainder,0.428087245227,0.345787604906,0.373870238864,0.312782440284,0.505810200129,0.491930277598,0.509764364106,0.456665590704
KIT_7_LeftTurn02_poses_100_jpos,feasible_remainder,0.458187309785,0.448595868302,0.489993544222,0.899935442221,0.33077792124,0.491930277598,0.196901226598,0.349176888315
KIT_8_WalkingStraightBackwards10_1_poses_100_jpos,feasible_remainder,0.497694365028,0.494109102647,0.436733376372,0.816978695933,0.54260813428,0.491930277598,0.223208521627,0.47829244674
KIT_952_wipe_back_biglcircles03_poses_100_jpos,feasible_remainder,0.275269759292,0.0985313105229,0.228211749516,0.382020658489,0.0966752743706,0.491930277598,0.0542285345384,0.575290510006
KIT_969_Trial_43_poses_100_jpos,feasible_remainder,0.151883703772,0.0459974176888,0.137508069722,0.121126533247,0.0966752743706,0.491930277598,0.0695610071014,0.100387346675
KIT_969_Trial_53_poses_100_jpos,feasible_remainder,0.118867010975,0.0216268560362,0.0602808263396,0.0499515816656,0.0966752743706,0.491930277598,0.046965784377,0.0646384764364
KIT_9_bend_left07_poses_100_jpos,feasible_remainder,0.486915521535,0.524854744997,0.454163976759,0.943996126533,0.339170432537,0.491930277598,0.27953518399,0.374757908328
TCD_handMocap_ExperimentDatabase_direction01_2_poses_120_jpos,feasible_remainder,0.177545421009,0.0204163976759,0.00459974176888,0.0499515816656,0.0966752743706,0.491930277598,0.0143641058748,0.564880568108
TCD_handMocap_ExperimentDatabase_typing_2_poses_120_jpos,feasible_remainder,0.335585170156,0.0663331181407,0.136136216914,0.983699160749,0.0966752743706,0.491930277598,0.0193673337637,0.554954809555
TCD_handMocap_ExperimentDatabase_writing001_2_poses_120_jpos,feasible_remainder,0.231485751176,0.146626856036,0.020739186572,0.0499515816656,0.0966752743706,0.491930277598,0.0434151065203,0.771061975468
