clip,policy,frames,fps,n_bins,n_bins_eligible,bin_eligible_frac,bin_score_mean,infeasible_frac,severe_frac,severe_frac_guarded,feasible_frac_kept,n_severe_windows,screen_schema,screen_gap_m
CMU_18_19_Justin_18_11_poses_120_jpos,screened,796,50.0,16,15,0.9375,0.98,0.007537688442211055,0.007537688442211055,0.007537688442211055,0.9798994974874372,2,torque_limited,0.06
CMU_20_21_Justin1_20_09_poses_120_jpos,screened,272,50.0,6,4,0.6666666666666666,0.9166666666666666,0.01838235294117647,0.01838235294117647,0.01838235294117647,0.9080882352941176,4,torque_limited,0.06
CMU_30_30_02_poses_120_jpos,screened,993,50.0,20,19,0.95,0.9949999999999999,0.005035246727089627,0.005035246727089627,0.005035246727089627,0.9949647532729103,1,torque_limited,0.06
CMU_35_35_03_poses_120_jpos,screened,178,50.0,4,4,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_35_35_21_poses_120_jpos,screened,67,50.0,2,0,0.0,0.0,0.14925373134328357,0.14925373134328357,0.14925373134328357,0.0,4,torque_limited,0.06
CMU_35_35_25_poses_120_jpos,screened,69,50.0,2,0,0.0,0.0,0.15942028985507245,0.15942028985507245,0.15942028985507245,0.0,4,torque_limited,0.06
CMU_54_54_24_poses_120_jpos,screened,1120,50.0,23,20,0.8695652173913043,0.9226086956521741,0.05803571428571429,0.05803571428571429,0.05803571428571429,0.9205357142857142,4,torque_limited,0.06
CMU_55_55_15_poses_120_jpos,screened,4039,50.0,81,65,0.8024691358024691,0.9049382716049382,0.04134686803664273,0.04134686803664273,0.04134686803664273,0.9046793760831889,17,torque_limited,0.06
CMU_64_64_09_poses_120_jpos,screened,188,50.0,4,2,0.5,0.605,0.06382978723404255,0.06382978723404255,0.06382978723404255,0.6436170212765957,2,torque_limited,0.06
CMU_74_74_10_poses_60_jpos,screened,279,50.0,6,6,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_75_75_11_poses_60_jpos,screened,146,50.0,3,1,0.3333333333333333,0.37333333333333335,0.0821917808219178,0.136986301369863,0.136986301369863,0.3835616438356164,5,torque_limited,0.06
CMU_75_75_12_poses_60_jpos,screened,385,50.0,8,4,0.5,0.595,0.05974025974025974,0.06493506493506493,0.06493506493506493,0.5792207792207792,10,torque_limited,0.06
CMU_76_76_02_poses_120_jpos,screened,485,50.0,10,10,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_78_78_35_poses_120_jpos,screened,92,50.0,2,1,0.5,0.6785714285714286,0.20652173913043478,0.20652173913043478,0.20652173913043478,0.7065217391304348,2,torque_limited,0.06
CMU_79_79_55_poses_60_jpos,screened,533,50.0,11,11,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_91_91_43_poses_120_jpos,screened,95,50.0,2,0,0.0,0.0,0.010526315789473684,0.031578947368421054,0.031578947368421054,0.0,2,torque_limited,0.06
DFaust_67_50007_50007_running_on_spot_poses_60_jpos,screened,451,50.0,10,10,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
DFaust_67_50022_50022_shake_hips_poses_60_jpos,screened,224,50.0,5,5,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
DFaust_67_50025_50025_light_hopping_loose_poses_60_jpos,screened,183,50.0,4,4,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
DFaust_67_50025_50025_one_leg_jump_poses_60_jpos,screened,272,50.0,6,6,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
DFaust_67_50027_50027_one_leg_jump_poses_60_jpos,screened,215,50.0,5,4,0.8,0.9960000000000001,0.004651162790697674,0.004651162790697674,0.004651162790697674,0.9953488372093023,1,torque_limited,0.06
DanceDB_20180501_CliodelaVara_CLIO_Rasopoulos_poses_120_jpos,screened,8370,50.0,168,133,0.7916666666666666,0.9502380952380951,0.007526881720430108,0.007526881720430108,0.007526881720430108,0.9500597371565114,38,torque_limited,0.06
Eyes_Japan_Dataset_hamada_gesture_etc-02-set_2-hamada_poses_120_jpos,screened,1489,50.0,30,30,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
Eyes_Japan_Dataset_hamada_gesture_etc-14-apologize-hamada_poses_120_jpos,screened,1488,50.0,30,29,0.9666666666666667,0.9993333333333333,0.0006720430107526882,0.0006720430107526882,0.0006720430107526882,0.9993279569892473,1,torque_limited,0.06
Eyes_Japan_Dataset_hamada_jump-07-rope_double-hamada_poses_120_jpos,screened,1500,50.0,30,17,0.5666666666666667,0.6766666666666666,0.18,0.18,0.18,0.6766666666666666,29,torque_limited,0.06
Eyes_Japan_Dataset_hamada_jump-12-boxer_step-hamada_poses_120_jpos,screened,1500,50.0,30,11,0.36666666666666664,0.6633333333333334,0.064,0.064,0.064,0.6633333333333333,42,torque_limited,0.06
Eyes_Japan_Dataset_hamada_sitdown_standup-05-straight-hamada_poses_120_jpos,screened,1500,50.0,30,22,0.7333333333333333,0.8686666666666667,0.11,0.11,0.11,0.8686666666666667,7,torque_limited,0.06
Eyes_Japan_Dataset_kaiwa_accident-05-damage_right_arm-kaiwa_poses_120_jpos,screened,1500,50.0,30,30,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
Eyes_Japan_Dataset_kaiwa_gesture_etc-48-medium_drum-kaiwa_poses_120_jpos,screened,1500,50.0,30,30,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
Eyes_Japan_Dataset_kaiwa_walk-29-look_down-kaiwa_poses_120_jpos,screened,1480,50.0,30,29,0.9666666666666667,0.994,0.006081081081081081,0.006081081081081081,0.006081081081081081,0.9939189189189189,1,torque_limited,0.06
Eyes_Japan_Dataset_kawaguchi_accident-02-dodge_fast-kawaguchi_poses_120_jpos,screened,1286,50.0,26,18,0.6923076923076923,0.9015384615384614,0.028771384136858476,0.03188180404354588,0.03188180404354588,0.9004665629860031,9,torque_limited,0.06
Eyes_Japan_Dataset_kawaguchi_gesture_etc-39-giant_baba-kawaguchi_poses_120_jpos,screened,1060,50.0,22,11,0.5,0.7127272727272728,0.12830188679245283,0.12830188679245283,0.12830188679245283,0.7018867924528301,17,torque_limited,0.06
Eyes_Japan_Dataset_kawaguchi_turn-05-turn-kawaguchi_poses_120_jpos,screened,1225,50.0,25,6,0.24,0.35359999999999997,0.23755102040816325,0.23755102040816325,0.23755102040816325,0.3404081632653061,39,torque_limited,0.06
Eyes_Japan_Dataset_kudo_greeting-09-certificate-kudo_poses_250_jpos,screened,1650,50.0,33,33,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
Eyes_Japan_Dataset_kudo_jump-04-horizontal-kudo_poses_250_jpos,screened,1650,50.0,33,12,0.36363636363636365,0.41030303030303034,0.13515151515151516,0.13515151515151516,0.13515151515151516,0.4103030303030303,55,torque_limited,0.06
Eyes_Japan_Dataset_takiguchi_accident-11-fall_down-takiguchi_poses_120_jpos,screened,1526,50.0,31,18,0.5806451612903226,0.6987096774193547,0.24508519003931847,0.24508519003931847,0.24508519003931847,0.6939711664482306,17,torque_limited,0.06
Eyes_Japan_Dataset_takiguchi_walk-07-moonwalk-takiguchi_poses_250_jpos,screened,1650,50.0,33,25,0.7575757575757576,0.8503030303030302,0.04303030303030303,0.04303030303030303,0.04303030303030303,0.8503030303030303,11,torque_limited,0.06
GRAB_s10_lightbulb_pass_1,screened,288,50.0,6,6,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
GRAB_s2_stanfordbunny_pick_all,screened,1261,50.0,26,26,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
GRAB_s3_mug_drink_2,screened,343,50.0,7,7,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
GRAB_s3_mug_drink_3,screened,381,50.0,8,8,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
GRAB_s4_banana_pass_1,screened,375,50.0,8,8,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
GRAB_s5_cylinderlarge_inspect_1,screened,458,50.0,10,10,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
GRAB_s6_alarmclock_see_1,screened,313,50.0,7,7,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
GRAB_s6_hammer_use_2,screened,422,50.0,9,9,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
GRAB_s8_fryingpan_cook_2,screened,398,50.0,8,8,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_1226_Trial_45_poses_100_jpos,screened,299,50.0,6,6,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_167_turn_right05_poses_100_jpos,screened,314,50.0,7,7,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_1747_displace_tilt_side_13_poses_100_jpos,screened,465,50.0,10,10,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_359_walking_medium03_poses_100_jpos,screened,263,50.0,6,5,0.8333333333333334,0.9766666666666666,0.026615969581749048,0.026615969581749048,0.026615969581749048,0.973384030418251,1,torque_limited,0.06
KIT_3_golf_drive02_poses_100_jpos,screened,276,50.0,6,5,0.8333333333333334,0.9766666666666666,0.014492753623188406,0.025362318840579712,0.025362318840579712,0.9746376811594203,1,torque_limited,0.06
KIT_3_stomp_right02_poses_100_jpos,screened,258,50.0,6,6,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_3_walk_with_support04_poses_100_jpos,screened,337,50.0,7,7,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_3_wave_left05_poses_100_jpos,screened,193,50.0,4,4,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_551_mixing_bowl_big03_poses_100_jpos,screened,345,50.0,7,7,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_572_violin_left08_poses_100_jpos,screened,376,50.0,8,8,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_572_wave_left10_poses_100_jpos,screened,286,50.0,6,6,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_674_dry_front02_poses_100_jpos,screened,656,50.0,14,14,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_883_wipe_leg_bigcircle01_poses_100_jpos,screened,426,50.0,9,9,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_950_Wipe_Head_Horizontal_01_poses_100_jpos,screened,524,50.0,11,11,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
KIT_9_LeftTurn06_poses_100_jpos,screened,241,50.0,5,5,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
Transitions_mocap_mazen_c3d_twistdance_walk_poses_120_jpos,screened,410,50.0,9,5,0.5555555555555556,0.7155555555555555,0.1024390243902439,0.1024390243902439,0.1024390243902439,0.6878048780487804,9,torque_limited,0.06
